"","Phase","recat"
"1363","G1","G1"
"1364","S","G1S"
"1365","S","G1"
"1366","S","G1S"
"1367","G2M","M"
"1368","S","G1"
"1369","G1","G1"
"1370","G2M","G2M"
"1371","S","G1"
"1372","S","G1"
"1373","G1","G1"
"1374","S","G1S"
"1375","G1","G1"
"1376","G1","G1"
"1377","S","G1"
"1378","G1","G1"
"1379","G1","G1"
"1380","G1","G1"
"1381","G1","G1"
"1382","G1","G1"
"1383","G1","G1"
"1384","S","G1S"
"1385","G1","G1"
"1386","G1","G1"
"1387","G1","G1"
"1388","G2M","G2M"
"1389","G1","G1"
"1390","G1","G1"
"1391","G1","G1"
"1392","S","G1"
"1393","S","G1"
"1394","S","G1S"
"1395","G1","G1"
"1396","S","G1"
"1397","G1","G1"
"1398","G1","G1S"
"1399","G2M","M"
"1400","S","G1S"
"1401","G1","G1"
"1402","G2M","M"
"1403","G1","G1"
"1404","G1","G1"
"1405","G1","G1"
"1406","S","G1"
"1407","S","G1S"
"1408","G1","G1"
"1409","G1","G1"
"1410","G1","G1"
"1411","G1","G1"
"1412","G2M","M"
"1413","G1","G1"
"1414","G1","G1"
"1415","G1","G1S"
"1416","G1","G1"
"1417","G1","G1"
"1418","G1","G1"
"1419","G1","G1"
"1420","G1","G1"
"1421","G1","G1"
"1422","G1","G1"
"1423","G1","G1"
"1424","G1","G1"
"1425","G2M","G1"
"1426","G1","G1"
"1427","S","G1"
"1428","G1","G1"
"1429","G1","G1"
"1430","G1","G1"
"1431","G1","G1"
"1432","G2M","M"
"1433","G2M","M"
"1434","G2M","G2M"
"1435","S","G1"
"1436","S","G1S"
"1437","G1","G1"
"1438","G1","G1"
"1439","G1","G1"
"1440","S","G1"
"1441","G1","G1"
"1442","G1","G1"
"1443","G2M","M"
"1444","G1","G1"
"1445","G1","G1"
"1446","G1","G1"
"1447","G2M","G2M"
"1448","S","G1"
"1449","S","G1S"
"1450","G1","G1"
"1451","G1","G1"
"1452","G2M","M"
"1453","G2M","M"
"1454","S","G1S"
"1455","S","G1S"
"1456","G2M","M"
"1457","G2M","G2M"
"1458","S","G1"
"1459","G1","G1"
"1460","S","G1S"
"1461","S","G1S"
"1462","S","G1"
"1463","G2M","M"
"1464","G1","G1"
"1465","G1","G1"
"1466","S","G1S"
"1467","G2M","M"
"1468","G2M","M"
"1469","G1","G1"
"1470","G1","G1"
"1471","G1","G1S"
"1472","G1","G1"
"1473","S","G1"
"1474","G2M","M"
"1475","G1","G1"
"1476","S","G1"
"1477","S","G1"
"1478","G2M","M"
"1479","G2M","G2M"
"1480","G1","G1"
"1481","S","G1"
"1482","S","G1S"
"1483","G1","G1"
"1484","S","G1"
"1485","G1","G1"
"1486","G1","G1"
"1487","G1","G1"
"1488","S","G1S"
"1489","G1","G1"
"1490","G2M","M"
"1491","G1","G1"
"1492","G1","G1"
"1493","G1","G1"
"1494","G1","G1"
"1495","G1","G1S"
"1496","S","S"
"1497","G1","G1"
"1498","G1","G1"
"1499","S","G1"
"1500","G1","G1"
"1501","S","G1S"
"1502","S","G1S"
"1503","G2M","M"
"1504","S","G1S"
"1505","G1","M"
"1506","S","G1"
"1507","S","S"
"1508","G2M","G1S"
"1509","G1","G1S"
"1510","S","G1S"
"1511","G2M","M"
"1512","G1","G1"
"1513","G1","G1"
"1514","S","G1S"
"1515","G2M","M"
"1516","G1","G1"
"1517","G2M","G2M"
"1518","G2M","M"
"1519","G2M","M"
"1520","G2M","G2M"
"1521","S","G2"
"1522","G2M","M"
"1523","G2M","M"
"1524","G1","G1"
"1525","G1","G1"
"1526","G2M","G2"
"1527","G1","G1S"
"1528","S","G1"
"1529","S","G1"
"1530","G2M","G1S"
"1531","G1","G1"
"1532","G2M","M"
"1533","G1","G1"
"1534","G1","G1"
"1535","G1","G1"
"1536","G1","G1"
"1537","S","G1S"
"1538","G2M","M"
"1539","G2M","M"
"1540","G1","G1"
"1541","G1","G1"
"1542","S","G1S"
"1543","G1","G1"
"1544","G1","G1"
"1545","G2M","M"
"1546","G2M","M"
"1547","G1","G1"
"1548","S","G1"
"1549","G1","G1"
"1550","S","G1S"
"1551","G1","G1S"
"1552","G1","G1"
"1553","G1","G1"
"1554","G1","M"
"1555","G2M","M"
"1556","G1","M"
"1557","G1","G1"
"1558","G2M","G2M"
"1559","G2M","M"
"1560","S","G1S"
"1561","G1","G1"
"1562","G2M","M"
"1563","G2M","M"
"1564","G1","G1"
"1565","G1","G1"
"1566","G1","G1S"
"1567","G1","G1"
"1568","G1","G1"
"1569","S","G1"
"1570","G1","G1"
"1571","S","G1S"
"1572","S","G1"
"1573","S","G1S"
"1574","G2M","M"
"1575","S","G1S"
"1576","S","G1"
"1577","G1","G1"
"1578","G1","G1"
"1579","S","G1S"
"1580","G2M","M"
"1581","S","G1S"
"1582","S","G1S"
"1583","G2M","M"
"1584","G1","G1"
"1585","S","G1S"
"1586","S","G1"
"1587","G1","G1"
"1588","S","G1S"
"1589","S","G1"
"1590","G1","G1"
"1591","G1","G1"
"1592","G2M","M"
"1593","S","G1"
"1594","G2M","M"
"1595","G2M","M"
"1596","G2M","G1S"
"1597","G1","G1"
"1598","G2M","M"
"1599","G1","G1"
"1600","G2M","M"
"1601","G1","G1"
"1602","G1","G1"
"1603","G2M","M"
"1604","G1","G1"
"1605","G1","G1"
"1606","S","G1"
"1607","G1","G1"
"1608","G2M","M"
"1609","G2M","M"
"1610","S","G1S"
"1611","G2M","M"
"1612","G2M","G2M"
"1613","G1","G1"
"1614","G1","G1"
"1615","S","G1"
"1616","G2M","M"
"1617","G2M","G1"
"1618","G1","G1"
"1619","S","G1S"
"1620","G1","G1"
"1621","G2M","S"
"1622","S","G1"
"1623","G1","M"
"1624","S","G1S"
"1625","S","G1S"
"1626","G1","G1"
"1627","G2M","M"
"1628","G1","G1"
"1629","G1","G1"
"1630","S","G1"
"1631","G1","G1"
"1632","S","G1S"
"1633","S","G1S"
"1634","G1","G1"
"1635","G2M","M"
"1636","S","G1S"
"1637","G1","G1"
"1638","G1","G1"
"1639","G1","G1"
"1640","G1","G1"
"1641","S","G1S"
"1642","G2M","M"
"1643","S","G1S"
"1644","G2M","M"
"1645","S","G1S"
"1646","G1","G1"
"1647","G1","G1S"
"1648","G2M","G1S"
"1649","G1","G1"
"1650","G1","G1"
"1651","G2M","G2"
"1652","S","G1"
"1653","G2M","G2"
"1654","G1","G1"
"1655","G1","G1"
"1656","G1","G1"
"1657","S","G1S"
"1658","G1","G1"
"1659","G2M","G2M"
"1660","S","G1S"
"1661","G1","G1"
"1662","S","G1S"
"1663","G1","G1"
"1664","G1","G1"
"1665","G1","G1"
"1666","G1","G1"
"1667","S","G1"
"1668","S","G1S"
"1669","S","G1"
"1670","G2M","M"
"1671","G1","G1"
"1672","G1","G1"
"1673","G1","G1"
"1674","S","G1"
"1675","S","G1S"
"1676","S","G1S"
"1677","G1","G1"
"1678","S","G1"
"1679","G1","G1"
"1680","G1","G1"
"1681","G1","G1"
"1682","G1","G1"
"1683","G1","G1"
"1684","S","G1"
"1685","S","G1"
"1686","G2M","M"
"1687","S","G1"
"1688","G1","G1"
"1689","G2M","M"
"1690","S","G1"
"1691","G1","G1S"
"1692","S","G1S"
"1693","S","G1"
"1694","S","G1S"
"1695","G2M","G2M"
"1696","G1","G1"
"1697","G2M","G1S"
"1698","S","G1"
"1699","G1","G1"
"1700","G2M","G1"
"1701","G1","M"
"1702","G1","G1"
"1703","S","G1S"
"1704","G1","G1"
"1705","G1","G1"
"1706","G1","G1"
"1707","G1","G1"
"1708","S","G1"
"1709","S","G1S"
"1710","S","G1"
"1711","G1","G1"
"1712","G1","G1"
"1713","S","G1S"
"1714","G2M","M"
"1715","G2M","M"
"1716","G1","G1"
"1717","G2M","G2"
"1718","S","G1"
"1719","G1","G1"
"1720","G1","G1"
"1721","G1","G1"
"1722","G2M","M"
"1723","S","G1"
"1724","G1","G1"
"1725","G2M","M"
"1726","G1","G1"
"1727","G2M","M"
"1728","S","G1"
"1729","G1","G1"
"1730","S","G1S"
"1731","S","G1S"
"1732","S","G1"
"1733","G2M","M"
"1734","G1","G1"
"1735","G1","G1"
"1736","S","G1S"
"1737","G2M","M"
"1738","S","G1"
"1739","G1","G1"
"1740","G1","G1"
"1741","G1","G1"
"1742","G2M","G1"
"1743","S","G1S"
"1744","G1","G1"
"1745","G1","G1"
"1746","G2M","G2M"
"1747","G1","G1"
"1748","G1","G1"
"1749","S","G1S"
"1750","G1","G1"
"1751","G1","G1"
"1752","G1","G1"
"1753","G2M","M"
"1754","G1","G1"
"1755","G2M","M"
"1756","S","G1S"
"1757","S","G1"
"1758","S","G1"
"1759","S","G1S"
"1760","G1","G1"
"1761","G2M","S"
"1762","S","G1"
"1763","G1","G1"
"1764","G2M","M"
"1765","G2M","M"
"1766","G2M","M"
"1767","S","G1S"
"1768","G2M","M"
"1769","G2M","S"
"1770","G1","G1"
"1771","S","G1"
"1772","S","G1S"
"1773","G1","M"
"1774","G1","G1"
"1775","S","G1S"
"1776","G2M","G2M"
"1777","G1","G1"
"1778","G1","G1"
"1779","G1","G1"
"1780","G1","G1"
"1781","S","G1S"
"1782","S","G1"
"1783","G1","G1S"
"1784","G1","G1S"
"1785","G1","G1"
"1786","G2M","G2M"
"1787","S","G1S"
"1788","S","G1S"
"1789","S","G1"
"1790","G1","G1"
"1791","G1","G1"
"1792","G1","G1"
"1793","G1","G1"
"1794","G2M","G2"
"1795","G1","G1"
"1796","G1","G1"
"1797","G1","G1"
"1798","S","G1"
"1799","G1","G1"
"1800","G1","G1"
"1801","G2M","M"
"1802","G1","G1"
"1803","G1","G1"
"1804","S","G1S"
"1805","G1","G1"
"1806","G2M","M"
"1807","G2M","M"
"1808","S","G1S"
"1809","G1","G1"
"1810","G2M","M"
"1811","G2M","M"
"1812","G1","G1"
"1813","G1","G1"
"1814","G1","G1"
"1815","G2M","M"
"1816","G2M","G2"
"1817","G1","G1"
"1818","G1","G1"
"1819","G2M","M"
"1820","G1","G1"
"1821","G2M","M"
"1822","S","G1S"
"1823","G1","G1"
"1824","G1","G1"
"1825","G1","G1"
"1826","G2M","M"
"1827","S","G2"
"1828","G1","G1"
"1829","G1","G1"
"1830","S","G1S"
"1831","G1","G1"
"1832","S","G1"
"1833","G1","G1"
"1834","G1","G1"
"1835","S","G1S"
"1836","G1","G1"
"1837","G1","G1"
"1838","G1","G1"
"1839","G2M","M"
"1840","G1","G1"
"1841","S","G1S"
"1842","S","S"
"1843","G1","G1"
"1844","G2M","G2M"
"1845","S","G1"
"1846","G1","G1"
"1847","S","G1S"
"1848","G1","G1"
"1849","S","G2"
"1850","S","G1"
"1851","G1","G1"
"1852","G1","G1"
"1853","G1","G1"
"1854","S","G1"
"1855","G1","G1"
"1856","G2M","G2M"
"1857","G1","G1"
"1858","G1","G1"
"1859","G2M","M"
"1860","S","G1"
"1861","G2M","M"
"1862","G2M","G2M"
"1863","G1","G1"
"1864","S","G1"
"1865","G1","G1"
"1866","S","G1"
"1867","G2M","M"
"1868","S","G1S"
"1869","G2M","M"
"1870","G1","G1"
"1871","S","G1S"
"1872","S","G1S"
"1873","G1","G1"
"1874","G2M","M"
"1875","G1","G1"
"1876","S","G1"
"1877","S","G1S"
"1878","G1","G1"
"1879","G1","G1"
"1880","G2M","M"
"1881","G2M","M"
"1882","G2M","M"
"1883","S","S"
"1884","G1","G1"
"1885","G1","G1"
"1886","S","G1S"
"1887","G1","G1"
"1888","G2M","M"
"1889","G1","G1"
"1890","G1","G1"
"1891","S","G1"
"1892","S","G1"
"1893","G1","G1"
"1894","G1","G1"
"1895","G2M","G1"
"1896","G1","G1"
"1897","G2M","M"
"1898","S","G1S"
"1899","G1","G1"
"1900","G1","G1"
"1901","S","G1S"
"1902","G1","M"
"1903","G1","G1"
"1904","G1","G1"
"1905","G1","G1"
"1906","G2M","M"
"1907","S","G1S"
"1908","G1","G1"
"1909","G2M","G2M"
"1910","G1","G1"
"1911","G1","G1"
"1912","S","G1"
"1913","G1","G1"
"1914","G1","G1"
"1915","G2M","M"
"1916","S","G1S"
"1917","S","G1"
"1918","G1","G1"
"1919","G2M","M"
"1920","G1","G1"
"1921","G1","G1"
"1922","G1","G1"
"1923","G1","G1"
"1924","G2M","M"
"1925","G2M","M"
"1926","G1","G1"
"1927","G1","G1"
"1928","S","G1"
"1929","G1","G1"
"1930","G1","G1"
"1931","S","G1"
"1932","G1","G1"
"1933","G2M","G2M"
"1934","G1","G1"
"1935","G1","G1"
"1936","G2M","M"
"1937","S","G1"
"1938","S","G1S"
"1939","G1","G1"
"1940","S","G1"
"1941","S","G1S"
"1942","S","G1S"
"1943","G1","G1"
"1944","G2M","M"
"1945","S","G1"
"1946","S","S"
"1947","S","G1"
"1948","G1","G1"
"1949","S","G1"
"1950","G1","G1"
"1951","G2M","G2"
"1952","G1","G1S"
"1953","S","G1S"
"1954","G1","G1"
"1955","S","G1"
"1956","G1","G1"
"1957","S","G1"
"1958","G2M","M"
"1959","G2M","M"
"1960","G1","G1"
"1961","G1","G1"
"1962","G2M","M"
"1963","G1","G1"
"1964","S","S"
"1965","S","G1"
"1966","S","G1"
"1967","G1","G1"
"1968","G2M","M"
"1969","S","G1S"
"1970","G1","G1"
"1971","G1","G1"
"1972","G1","G1"
"1973","G1","G1"
"1974","G1","G1"
"1975","G1","G1"
"1976","G1","G1"
"1977","S","G1S"
"1978","S","G1S"
"1979","G1","G1"
"1980","S","G1S"
"1981","G1","G1"
"1982","S","G1S"
"1983","G2M","M"
"1984","G1","G1"
"1985","S","G1S"
"1986","G1","G1S"
"1987","G2M","M"
"1988","S","G1"
"1989","G1","G1"
"1990","G1","G2M"
"1991","S","G1"
"1992","G1","G1"
"1993","S","G1"
"1994","G1","G1"
"1995","G1","G1"
"1996","G2M","G1"
"1997","S","G1"
"1998","G1","G1"
"1999","G1","G1"
"2000","G1","G1"
"2001","S","G1"
"2002","G1","G1"
"2003","G1","G1"
"2004","S","G1"
"2005","G1","G1"
"2006","G1","G1"
"2007","S","G1"
"2008","S","G1S"
"2009","S","G1"
"2010","G2M","M"
"2011","G1","G1"
"2012","G1","G1"
"2013","S","G1S"
"2014","G2M","M"
"2015","S","G1S"
"2016","S","G1S"
"2017","S","G1"
"2018","S","G1"
"2019","G1","G1"
"2020","G1","G1"
"2021","S","G1S"
"2022","G1","G1"
"2023","G1","G1"
"2024","G1","G1"
"2025","S","G1"
"2026","G2M","G1"
"2027","G2M","M"
"2028","G1","G1"
"2029","G1","G1"
"2030","G1","G1"
"2031","S","G1"
"2032","G1","G1"
"2033","S","G1"
"2034","G1","G1"
"2035","S","G1S"
"2036","G1","G1"
"2037","S","G1"
"2038","S","G1S"
"2039","G1","G1"
"2040","G2M","G1S"
"2041","G2M","M"
"2042","G2M","M"
"2043","G1","G1"
"2044","S","G1S"
"2045","S","G1S"
"2046","S","G1"
"2047","G2M","G2M"
"2048","G1","G1"
"2049","G2M","G1"
"2050","S","G1S"
"2051","S","G1"
"2052","G1","G1"
"2053","G1","G1"
"2054","G1","G1"
"2055","S","G1S"
"2056","G2M","M"
"2057","G1","G1"
"2058","G1","G1"
"2059","G1","G1"
"2060","S","G1"
"2061","S","G1S"
"2062","S","G1"
"2063","G2M","G1"
"2064","G1","G1"
"2065","G2M","G2"
"2066","G2M","G1"
"2067","G1","G1"
"2068","S","G1S"
"2069","G1","G1"
"2070","G1","G1"
"2071","G2M","M"
"2072","G2M","G2M"
"2073","G2M","M"
"2074","S","G1"
"2075","S","G1"
"2076","G1","G1"
"2077","S","G1S"
"2078","G2M","G2"
"2079","S","G1S"
"2080","S","G1S"
"2081","G1","G1"
"2082","S","G1S"
"2083","G1","G1"
"2084","G1","G1"
"2085","G1","G1"
"2086","S","G1S"
"2087","G1","G1"
"2088","G2M","M"
"2089","G2M","G2"
"2090","G1","G1"
"2091","G1","G1"
"2092","G1","G1"
"2093","S","G1"
"2094","G1","G1"
"2095","S","G1"
"2096","S","G1"
"2097","G2M","G1S"
"2098","G1","M"
"2099","S","G1"
"2100","G1","G1"
"2101","S","G1S"
"2102","S","G1"
"2103","G1","G1"
"2104","G1","G1"
"2105","G2M","M"
"2106","S","G1S"
"2107","S","G2M"
"2108","S","G1"
"2109","S","S"
"2110","S","G1S"
"2111","G1","G1"
"2112","S","G1S"
"2113","G1","G1"
"2114","S","G1S"
"2115","G1","G1"
"2116","G1","G1"
"2117","G1","G1"
"2118","G2M","G2"
"2119","S","G1"
"2120","S","G1S"
"2121","G1","G1"
"2122","S","G1"
"2123","G1","G1"
"2124","G1","G1"
"2125","G1","G1"
"2126","G1","G1"
"2127","G1","G1"
"2128","G1","G1"
"2129","G1","G1"
"2130","S","G2M"
"2131","S","G1"
"2132","S","G1"
"2133","G1","G1"
"2134","G1","G1"
"2135","G2M","M"
"2136","G2M","M"
"2137","G1","G1"
"2138","S","G1S"
"2139","G2M","G2M"
"2140","G1","G1"
"2141","G2M","G2"
"2142","G1","G1"
"2143","S","G2"
"2144","G1","G1"
"2145","G1","G1"
"2146","G2M","G1"
"2147","S","G1"
"2148","S","G1"
"2149","G1","G1"
"2150","S","G1"
"2151","G1","G1"
"2152","S","G1"
"2153","G1","G1"
"2154","G2M","M"
"2155","G1","G1"
"2156","S","G1S"
"2157","G2M","G2M"
"2158","G1","G1"
"2159","G2M","G2M"
"2160","S","G1"
"2161","S","G1"
"2162","G1","G1"
"2163","S","G1"
"2164","G1","G1"
"2165","S","G1"
"2166","S","G1"
"2167","S","G1"
"2168","G2M","M"
"2169","S","G1S"
"2170","G2M","M"
"2171","G1","G1"
"2172","S","G1S"
"2173","G1","G1"
"2174","S","G1S"
"2175","G1","G1"
"2176","G1","M"
"2177","G1","G1"
"2178","G1","G1"
"2179","G1","G1"
"2180","G1","G1"
"2181","S","G1"
"2182","G1","G1"
"2183","G1","G1"
"2184","S","G1S"
"2185","S","G1"
"2186","S","G1S"
"2187","G1","G1"
"2188","S","G1S"
"2189","G1","G1"
"2190","G2M","M"
"2191","G2M","G2"
"2192","G1","G1"
"2193","S","G1S"
"2194","G1","G1"
"2195","G2M","M"
"2196","S","G1"
"2197","G1","G1"
"2198","G2M","M"
"2199","G2M","S"
"2200","G1","G1"
"2201","S","G1S"
"2202","G2M","M"
"2203","S","G1S"
"2204","G1","G1"
"2205","G2M","G2M"
"2206","S","G1"
"2207","G2M","M"
"2208","G1","G1"
"2209","G2M","M"
"2210","G1","G1"
"2211","G1","G1"
"2212","G2M","G2M"
"2213","G1","G1"
"2214","S","G1S"
"2215","G2M","S"
"2216","G2M","M"
"2217","G1","G1"
"2218","G2M","M"
"2219","G2M","M"
"2220","S","G1"
"2221","G1","G1"
"2222","S","G1S"
"2223","G2M","G2M"
"2224","G2M","M"
"2225","G1","G1"
"2226","S","G1"
"2227","G2M","M"
"2228","G2M","M"
"2229","G2M","G1S"
"2230","S","G1"
"2231","G1","G1"
"2232","G1","G1"
"2233","G1","G1"
"2234","S","G1S"
"2235","G1","G1"
"2236","S","G1"
"2237","S","G1"
"2238","G2M","M"
"2239","S","G1S"
"2240","G1","G1"
"2241","S","G1"
"2242","G1","G1"
"2243","G1","G1S"
"2244","G2M","G2M"
"2245","G2M","G2M"
"2246","G2M","M"
"2247","S","G1"
"2248","G1","G1"
"2249","G1","G1"
"2250","G1","G1"
"2251","S","G1"
"2252","G1","G1"
"2253","G1","G1"
"2254","G1","G1"
"2255","G1","G1"
"2256","G1","G1"
"2257","G1","G1"
"2258","G2M","M"
"2259","S","G1"
"2260","S","G1"
"2261","G1","G1"
"2262","G1","M"
"2263","G1","G1"
"2264","G1","G1"
"2265","G2M","G2"
"2266","G2M","M"
"2267","G2M","G1S"
"2268","S","G1"
"2269","G2M","M"
"2270","G1","G1"
"2271","S","G1S"
"2272","G1","G1"
"2273","G1","G1"
"2274","G1","G1"
"2275","G1","G1"
"2276","G1","G1"
"2277","G2M","M"
"2278","S","G1"
"2279","S","G1"
"2280","G1","M"
"2281","G1","G1"
"2282","S","G1"
"2283","S","G1S"
"2284","S","S"
"2285","S","G1"
"2286","G2M","M"
"2287","S","G1"
"2288","G2M","G2M"
"2289","G2M","M"
"2290","G2M","M"
"2291","S","G1"
"2292","G1","G1"
"2293","S","G1"
"2294","G1","G1"
"2295","G1","G1"
"2296","G2M","M"
"2297","S","G1S"
"2298","G1","G1"
"2299","S","G1S"
"2300","G1","G1"
"2301","S","G1S"
"2302","G1","G1"
"2303","G1","G1"
"2304","G1","G1"
"2305","G1","G1"
"2306","G2M","M"
"2307","S","G1"
"2308","S","G1S"
"2309","S","G1"
"2310","S","S"
"2311","G1","G1"
"2312","G1","G1"
"2313","G2M","G2"
"2314","G1","G1"
"2315","G1","G1"
"2316","G1","G1"
"2317","G2M","M"
"2318","S","G1S"
"2319","G1","G1"
"2320","G1","G1"
"2321","G2M","M"
"2322","G1","G1"
"2323","S","G1"
"2324","S","G1S"
"2325","S","G1"
"2326","G2M","M"
"2327","G2M","S"
"2328","S","G1S"
"2329","G1","G1"
"2330","G1","G1"
"2331","S","G1S"
"2332","G2M","M"
"2333","G1","G1"
"2334","G1","G1"
"2335","G1","G1"
"2336","S","G1"
"2337","S","G2M"
"2338","S","G1"
"2339","G1","G1"
"2340","G2M","M"
"2341","S","G1S"
"2342","S","G1S"
"2343","G1","G1"
"2344","S","G1"
"2345","G1","G1"
"2346","S","G1"
"2347","S","G1"
"2348","G1","G1"
"2349","G2M","M"
"2350","G1","G1"
"2351","G1","G1"
"2352","G1","G1"
"2353","S","G1"
"2354","G1","G1"
"2355","G1","G1"
"2356","S","G1S"
"2357","G1","G1"
"2358","S","G1"
"2359","G1","G1"
"2360","S","G1"
"2361","S","G1S"
"2362","G2M","M"
"2363","G1","G1"
"2364","G2M","G2M"
"2365","G2M","M"
"2366","G1","G1"
"2367","G2M","G2M"
"2368","G2M","G2M"
"2369","G1","G1"
"2370","G1","G1"
"2371","G2M","M"
"2372","G1","G1"
"2373","G1","G1"
"2374","G2M","M"
"2375","G1","G1"
"2376","S","G1"
"2377","G1","G2M"
"2378","S","G1S"
"2379","S","G1"
"2380","S","G1"
"2381","G2M","G1S"
"2382","G2M","M"
"2383","G2M","M"
"2384","G1","G1"
"2385","S","G1S"
"2386","G2M","M"
"2387","G2M","M"
"2388","G1","G1"
"2389","G1","G1"
"2390","G2M","M"
"2391","G1","G1"
"2392","G2M","G1S"
"2393","G2M","G1S"
"2394","G1","G1"
"2395","S","M"
"2396","G1","G1"
"2397","G2M","M"
"2398","G1","G1"
"2399","G1","G1"
"2400","G2M","M"
"2401","G1","G1"
"2402","G2M","G1S"
"2403","S","G1S"
"2404","S","S"
"2405","S","G1"
"2406","G1","G1"
"2407","G1","G1"
"2408","G1","G1"
"2409","G1","G1"
"2410","G2M","G2M"
"2411","G1","G1"
"2412","G1","G1"
"2413","S","G1S"
"2414","G2M","M"
"2415","G2M","G2M"
"2416","G2M","M"
"2417","G1","G1"
"2418","G2M","G2"
"2419","S","G1S"
"2420","G1","G1"
"2421","G1","G1"
"2422","S","G1"
"2423","G1","G1"
"2424","S","G1S"
"2425","G2M","M"
"2426","G2M","M"
"2427","G1","G1"
"2428","G2M","M"
"2429","G1","G1"
"2430","G2M","G1"
"2431","G1","G1"
"2432","G1","G1"
"2433","S","G1S"
"2434","S","G1S"
"2435","G2M","G2M"
"2436","G1","G1"
"2437","S","G1S"
"2438","G2M","M"
"2439","G1","G1"
"2440","G2M","G2"
"2441","G1","G1"
"2442","G2M","M"
"2443","S","G1"
"2444","G1","G1"
"2445","G1","G1"
"2446","G1","G1S"
"2447","G1","G1"
"2448","G2M","G2"
"2449","G2M","M"
"2450","G2M","M"
"2451","G1","G1"
"2452","G1","G1"
"2453","S","G1S"
"2454","S","G1"
"2455","G1","G1"
"2456","G2M","G1S"
"2457","S","G1S"
"2458","G1","G1"
"2459","G1","G1"
"2460","G2M","M"
"2461","G1","G1"
"2462","G1","G1"
"2463","G2M","G1"
"2464","G1","G1"
"2465","G1","G1"
"2466","G2M","G2M"
"2467","S","G1S"
"2468","G1","G1"
"2469","G1","G1"
"2470","S","G1"
"2471","G2M","M"
"2472","G1","G1"
"2473","G2M","M"
"2474","G1","G1"
"2475","G2M","G2"
"2476","G2M","M"
"2477","G1","G1"
"2478","G2M","M"
"2479","G2M","M"
"2480","G2M","G2M"
"2481","S","G1S"
"2482","G1","G1S"
"2483","S","G1"
"2484","G2M","G2M"
"2485","G1","G1"
"2486","G1","G1"
"2487","G1","G1"
"2488","G2M","M"
"2489","G2M","M"
"2490","S","G1S"
"2491","G2M","M"
"2492","G1","G1"
"2493","G1","G1"
"2494","G2M","M"
"2495","G2M","G2"
"2496","G2M","M"
"2497","S","G1"
"2498","G1","G1"
"2499","G2M","M"
"2500","G2M","M"
"2501","G1","G1"
"2502","S","G1S"
"2503","G2M","M"
"2504","S","G1"
"2505","G1","G1"
"2506","G2M","G2"
"2507","G1","G1"
"2508","G1","G1"
"2509","G2M","M"
"2510","G1","G1"
"2511","G1","G1"
"2512","G2M","M"
"2513","G1","G1S"
"2514","G1","G1"
"2515","G1","G1"
"2516","G2M","M"
"2517","S","G1"
"2518","G1","G1"
"2519","G1","G1"
"2520","G1","G1"
"2521","S","G1S"
"2522","S","G1"
"2523","G1","G1"
"2524","S","G1"
"2525","G1","G1"
"2526","S","G1"
"2527","S","G1"
"2528","G1","G1"
"2529","G2M","G1"
"2530","G1","G1"
"2531","G2M","M"
"2532","S","G1"
"2533","G1","G1"
"2534","G1","G1"
"2535","S","G1S"
"2536","S","S"
"2537","G1","G1"
"2538","G2M","G1S"
"2539","S","G1"
"2540","G2M","M"
"2541","G1","G1"
"2542","G1","G1"
"2543","S","G1"
"2544","G1","G1"
"2545","S","G1S"
"2546","G1","G1"
"2547","G2M","M"
"2548","G1","G1"
"2549","G1","G1S"
"2550","G2M","M"
"2551","G2M","M"
"2552","G1","G1"
"2553","G1","G1"
"2554","G2M","M"
"2555","S","G1S"
"2556","S","G1"
"2557","G2M","M"
"2558","G1","G1"
"2559","S","G1"
"2560","S","G1S"
"2561","G2M","G2M"
"2562","G1","G1"
"2563","G1","G1"
"2564","S","G1S"
"2565","S","G1"
"2566","G1","G1"
"2567","G2M","G2"
"2568","S","G1"
"2569","S","G1S"
"2570","S","S"
"2571","G1","G1"
"2572","S","G1"
"2573","G1","G1"
"2574","G1","G1"
"2575","G1","G1"
"2576","G1","G1"
"2577","G1","G1"
"2578","G1","G1"
"2579","G1","G1S"
"2580","S","G1S"
"2581","G1","G1"
"2582","S","G1"
"2583","G2M","M"
"2584","G2M","G2"
"2585","G2M","M"
"2586","G2M","G2M"
"2587","G2M","M"
"2588","G1","G1"
"2589","S","G1"
"2590","G2M","M"
"2591","G1","G1"
"2592","S","G1S"
"2593","G1","G1"
"2594","G1","G1"
"2595","G1","G1"
"2596","G2M","M"
"2597","G1","G1"
"2598","G1","G1"
"2599","G1","G1"
"2600","G1","G1"
"2601","G1","G1"
"2602","G1","G1"
"2603","G1","G1"
"2604","S","G1"
"2605","G1","G1"
"2606","G1","G1"
"2607","G2M","M"
"2608","S","G1"
"2609","S","G1"
"2610","G1","G1"
"2611","G1","G1"
"2612","G1","G1"
"2613","S","G1"
"2614","G2M","M"
"2615","G2M","G2M"
"2616","G1","G1"
"2617","G1","G1"
"2618","G1","G1"
"2619","G2M","M"
"2620","G1","G1"
"2621","S","G1S"
"2622","S","G1"
"2623","S","G1"
"2624","G1","G1"
"2625","G2M","G1S"
"2626","G2M","G1"
"2627","G1","G1"
"2628","G1","G1"
"2629","S","M"
"2630","G2M","M"
"2631","G2M","M"
"2632","G1","G1"
"2633","G1","G1"
"2634","G1","G1"
"2635","G2M","G2"
"2636","G1","G1"
"2637","S","G1"
"2638","G2M","M"
