"","x"
"1615","G1/G0"
"1616","M"
"1617","G2/M"
"1618","S"
"1619","G1/G0"
"1620","G1/G0"
"1621","G2/M"
"1622","G1/G0"
"1623","G1/G0"
"1624","G1/G0"
"1625","M"
"1626","S"
"1627","G1/G0"
"1628","G1/G0"
"1629","S"
"1630","S"
"1631","G2/M"
"1632","S"
"1633","G2/M"
"1634","S"
"1635","S"
"1636","G1/G0"
"1637","G2/M"
"1638","S"
"1639","G2/M"
"1640","G1/G0"
"1641","M"
"1642","G2/M"
"1643","S"
"1644","G2/M"
"1645","G2/M"
"1646","M"
"1647","S"
"1648","G2/M"
"1649","G1/G0"
"1650","G1/G0"
"1651","M"
"1652","S"
"1653","S"
"1654","M"
"1655","M"
"1656","G1/G0"
"1657","G1/G0"
"1658","G2/M"
"1659","G1/G0"
"1660","S"
"1661","G2/M"
"1662","G1/G0"
"1663","G1/G0"
"1664","G1/G0"
"1665","S"
"1666","S"
"1667","S"
"1668","G2/M"
"1669","S"
"1670","S"
"1671","G2/M"
"1672","G1/G0"
"1673","M"
"1674","S"
"1675","S"
"1676","S"
"1677","G2/M"
"1678","G2/M"
"1679","G2/M"
"1680","G2/M"
"1681","G1/G0"
"1682","G1/G0"
"1683","M"
"1684","G1/G0"
"1685","G2/M"
"1686","G2/M"
"1687","G1/G0"
"1688","S"
"1689","G2/M"
"1690","G2/M"
"1691","G2/M"
"1692","G2/M"
"1693","G1/G0"
"1694","G2/M"
"1695","S"
"1696","G2/M"
"1697","S"
"1698","S"
"1699","G2/M"
"1700","G2/M"
"1701","S"
"1702","S"
"1703","G2/M"
"1704","G2/M"
"1705","S"
"1706","S"
"1707","M"
"1708","G2/M"
"1709","S"
"1710","G1/G0"
"1711","S"
"1712","G1/G0"
"1713","S"
"1714","G1/G0"
"1715","G1/G0"
"1716","S"
"1717","S"
"1718","M"
"1719","G1/G0"
"1720","G2/M"
"1721","G1/G0"
"1722","M"
"1723","G1/G0"
"1724","S"
"1725","G2/M"
"1726","G1/G0"
"1727","G2/M"
"1728","S"
"1729","G2/M"
"1730","S"
"1731","G1/G0"
"1732","S"
"1733","G1/G0"
"1734","G1/G0"
"1735","G1/G0"
"1736","G2/M"
"1737","G1/G0"
"1738","G1/G0"
"1739","G1/G0"
"1740","G1/G0"
"1741","S"
"1742","G2/M"
"1743","G1/G0"
"1744","G2/M"
"1745","G1/G0"
"1746","G2/M"
"1747","G1/G0"
"1748","G1/G0"
"1749","G2/M"
"1750","S"
"1751","G2/M"
"1752","G1/G0"
"1753","G2/M"
"1754","G2/M"
"1755","G1/G0"
"1756","S"
"1757","G2/M"
"1758","S"
"1759","S"
"1760","G1/G0"
"1761","S"
"1762","G1/G0"
"1763","S"
"1764","G1/G0"
"1765","G1/G0"
"1766","S"
"1767","G1/G0"
"1768","S"
"1769","G1/G0"
"1770","G1/G0"
"1771","S"
"1772","S"
"1773","G1/G0"
"1774","G2/M"
"1775","G1/G0"
"1776","S"
"1777","S"
"1778","G1/G0"
"1779","G1/G0"
"1780","S"
"1781","G2/M"
"1782","G2/M"
"1783","S"
"1784","S"
"1785","G1/G0"
"1786","S"
"1787","G1/G0"
"1788","G2/M"
"1789","G1/G0"
"1790","S"
"1791","G1/G0"
"1792","G1/G0"
"1793","G1/G0"
"1794","M"
"1795","G2/M"
"1796","G1/G0"
"1797","S"
"1798","S"
"1799","M"
"1800","M"
"1801","G1/G0"
"1802","G1/G0"
"1803","G2/M"
"1804","G1/G0"
"1805","G2/M"
"1806","S"
"1807","G2/M"
"1808","S"
"1809","G2/M"
"1810","G1/G0"
"1811","G1/G0"
"1812","M"
"1813","G1/G0"
"1814","G1/G0"
"1815","S"
"1816","G1/G0"
"1817","G2/M"
"1818","G1/G0"
"1819","G2/M"
"1820","G1/G0"
"1821","G1/G0"
"1822","G1/G0"
"1823","G1/G0"
"1824","G2/M"
"1825","M"
"1826","G1/G0"
"1827","G1/G0"
"1828","G2/M"
"1829","G1/G0"
"1830","G1/G0"
"1831","S"
"1832","G1/G0"
"1833","G1/G0"
"1834","G1/G0"
"1835","S"
"1836","G1/G0"
"1837","G1/G0"
"1838","S"
"1839","G1/G0"
"1840","G2/M"
"1841","G1/G0"
"1842","M"
"1843","G2/M"
"1844","S"
"1845","S"
"1846","G2/M"
"1847","G1/G0"
"1848","G1/G0"
"1849","G1/G0"
"1850","S"
"1851","G1/G0"
"1852","S"
"1853","G1/G0"
"1854","G1/G0"
"1855","S"
"1856","G1/G0"
"1857","S"
"1858","S"
"1859","S"
"1860","S"
"1861","G2/M"
"1862","S"
"1863","G1/G0"
"1864","G2/M"
"1865","G2/M"
"1866","G2/M"
"1867","G2/M"
"1868","S"
"1869","G2/M"
"1870","G2/M"
"1871","S"
"1872","G1/G0"
"1873","G1/G0"
"1874","S"
"1875","G2/M"
"1876","G1/G0"
"1877","G1/G0"
"1878","G1/G0"
"1879","G1/G0"
"1880","G1/G0"
"1881","S"
"1882","G1/G0"
"1883","M"
"1884","G1/G0"
"1885","G1/G0"
"1886","G1/G0"
"1887","G1/G0"
"1888","S"
"1889","S"
"1890","G2/M"
"1891","S"
"1892","S"
"1893","S"
"1894","S"
"1895","G1/G0"
"1896","S"
"1897","G1/G0"
"1898","S"
"1899","G1/G0"
"1900","M"
"1901","G2/M"
"1902","G2/M"
"1903","S"
"1904","G2/M"
"1905","G2/M"
"1906","S"
"1907","S"
"1908","G1/G0"
"1909","G1/G0"
"1910","G1/G0"
"1911","G1/G0"
"1912","S"
"1913","G1/G0"
"1914","M"
"1915","G1/G0"
"1916","S"
"1917","G2/M"
"1918","S"
"1919","G1/G0"
"1920","M"
"1921","G1/G0"
"1922","S"
"1923","G2/M"
"1924","G1/G0"
"1925","G2/M"
"1926","G2/M"
"1927","G2/M"
"1928","G1/G0"
"1929","G1/G0"
"1930","G2/M"
"1931","G1/G0"
"1932","S"
"1933","S"
"1934","G1/G0"
"1935","G1/G0"
"1936","M"
"1937","G2/M"
"1938","G1/G0"
"1939","G2/M"
"1940","S"
"1941","S"
"1942","G2/M"
"1943","G1/G0"
"1944","M"
"1945","S"
"1946","G1/G0"
"1947","G1/G0"
"1948","G1/G0"
"1949","G2/M"
"1950","M"
"1951","G1/G0"
"1952","G1/G0"
"1953","G1/G0"
"1954","G1/G0"
"1955","G2/M"
"1956","G1/G0"
"1957","G1/G0"
"1958","G2/M"
"1959","M"
"1960","G1/G0"
"1961","G2/M"
"1962","S"
"1963","G2/M"
"1964","S"
"1965","G1/G0"
"1966","M"
"1967","G1/G0"
"1968","G1/G0"
"1969","G1/G0"
"1970","M"
"1971","S"
"1972","G2/M"
"1973","G1/G0"
"1974","M"
"1975","S"
"1976","G1/G0"
"1977","S"
"1978","S"
"1979","M"
"1980","G1/G0"
"1981","G2/M"
"1982","M"
"1983","G2/M"
"1984","S"
"1985","G1/G0"
"1986","S"
"1987","G1/G0"
"1988","G1/G0"
"1989","S"
"1990","G2/M"
"1991","G1/G0"
"1992","S"
"1993","G1/G0"
"1994","G1/G0"
"1995","S"
"1996","G2/M"
"1997","M"
"1998","G2/M"
"1999","G1/G0"
"2000","G2/M"
"2001","S"
"2002","G1/G0"
"2003","S"
"2004","G2/M"
"2005","G2/M"
"2006","S"
"2007","G2/M"
"2008","G2/M"
"2009","G1/G0"
"2010","G2/M"
"2011","G1/G0"
"2012","G2/M"
"2013","G2/M"
"2014","G1/G0"
"2015","S"
"2016","M"
"2017","G1/G0"
"2018","S"
"2019","G1/G0"
"2020","S"
"2021","G1/G0"
"2022","G1/G0"
"2023","S"
"2024","S"
"2025","S"
"2026","G2/M"
"2027","G2/M"
"2028","S"
"2029","G2/M"
"2030","S"
"2031","G1/G0"
"2032","S"
"2033","G1/G0"
"2034","S"
"2035","G1/G0"
"2036","S"
"2037","G2/M"
"2038","G1/G0"
"2039","G2/M"
"2040","G1/G0"
"2041","S"
"2042","G1/G0"
"2043","G2/M"
"2044","G2/M"
"2045","S"
"2046","S"
"2047","G1/G0"
"2048","G2/M"
"2049","S"
"2050","G2/M"
"2051","S"
"2052","S"
"2053","G2/M"
"2054","S"
"2055","G1/G0"
"2056","S"
"2057","S"
"2058","G1/G0"
"2059","S"
"2060","G2/M"
"2061","G2/M"
"2062","G2/M"
"2063","G1/G0"
"2064","G2/M"
"2065","M"
"2066","G1/G0"
"2067","G1/G0"
"2068","G1/G0"
"2069","G1/G0"
"2070","G1/G0"
"2071","G1/G0"
"2072","S"
"2073","S"
"2074","S"
"2075","G1/G0"
"2076","G1/G0"
"2077","G1/G0"
"2078","S"
"2079","S"
"2080","G2/M"
"2081","S"
"2082","S"
"2083","M"
"2084","G1/G0"
"2085","G1/G0"
"2086","S"
"2087","S"
"2088","G2/M"
"2089","M"
"2090","S"
"2091","G2/M"
"2092","S"
"2093","G2/M"
"2094","G1/G0"
"2095","G2/M"
"2096","S"
"2097","G1/G0"
"2098","M"
"2099","G1/G0"
"2100","G1/G0"
"2101","G1/G0"
"2102","S"
"2103","S"
"2104","G2/M"
"2105","S"
"2106","M"
"2107","G1/G0"
"2108","S"
"2109","M"
"2110","M"
"2111","S"
"2112","G2/M"
"2113","G2/M"
"2114","G1/G0"
"2115","G2/M"
"2116","G1/G0"
"2117","M"
"2118","G1/G0"
"2119","G1/G0"
"2120","G2/M"
"2121","S"
"2122","G1/G0"
"2123","G2/M"
"2124","G1/G0"
"2125","G1/G0"
"2126","S"
"2127","G2/M"
"2128","S"
"2129","G1/G0"
"2130","S"
"2131","G1/G0"
"2132","M"
"2133","G1/G0"
"2134","G1/G0"
"2135","G1/G0"
"2136","G1/G0"
"2137","S"
"2138","G1/G0"
"2139","G1/G0"
"2140","G2/M"
"2141","G1/G0"
"2142","G1/G0"
"2143","G1/G0"
"2144","G1/G0"
"2145","G1/G0"
"2146","G2/M"
"2147","G1/G0"
"2148","G1/G0"
"2149","S"
"2150","M"
"2151","G1/G0"
"2152","G2/M"
"2153","S"
"2154","G1/G0"
"2155","G1/G0"
"2156","S"
"2157","G1/G0"
"2158","S"
"2159","S"
"2160","S"
"2161","G2/M"
"2162","S"
"2163","G1/G0"
"2164","G2/M"
"2165","S"
"2166","G2/M"
"2167","G1/G0"
"2168","S"
"2169","S"
"2170","G1/G0"
"2171","S"
"2172","S"
"2173","G1/G0"
"2174","G1/G0"
"2175","G2/M"
"2176","G1/G0"
"2177","S"
"2178","S"
"2179","S"
"2180","S"
"2181","G1/G0"
"2182","M"
"2183","G1/G0"
"2184","G2/M"
"2185","G2/M"
"2186","S"
"2187","G1/G0"
"2188","M"
"2189","G1/G0"
"2190","S"
"2191","S"
"2192","S"
"2193","S"
"2194","G1/G0"
"2195","G2/M"
"2196","S"
"2197","S"
"2198","G2/M"
"2199","G2/M"
"2200","S"
"2201","S"
"2202","S"
"2203","G1/G0"
"2204","S"
"2205","G2/M"
"2206","S"
"2207","G1/G0"
"2208","M"
"2209","S"
"2210","S"
"2211","G1/G0"
"2212","G1/G0"
"2213","S"
"2214","G2/M"
"2215","G2/M"
"2216","G2/M"
"2217","G1/G0"
"2218","G2/M"
"2219","G1/G0"
"2220","S"
"2221","S"
"2222","S"
"2223","M"
"2224","M"
"2225","S"
"2226","S"
"2227","G2/M"
"2228","G2/M"
"2229","G1/G0"
"2230","S"
"2231","G1/G0"
"2232","G2/M"
"2233","G1/G0"
"2234","G1/G0"
"2235","S"
"2236","G2/M"
"2237","S"
"2238","S"
"2239","M"
"2240","G1/G0"
"2241","S"
"2242","G1/G0"
"2243","S"
"2244","G2/M"
"2245","G2/M"
"2246","G1/G0"
"2247","G1/G0"
"2248","G1/G0"
"2249","G2/M"
"2250","S"
"2251","G1/G0"
"2252","S"
"2253","M"
"2254","S"
"2255","G2/M"
"2256","S"
"2257","S"
"2258","G2/M"
"2259","G1/G0"
"2260","G2/M"
"2261","S"
"2262","S"
"2263","S"
"2264","G2/M"
"2265","G1/G0"
"2266","G1/G0"
"2267","G2/M"
"2268","G2/M"
"2269","G2/M"
"2270","M"
"2271","G1/G0"
"2272","G2/M"
"2273","S"
"2274","G2/M"
"2275","S"
"2276","G1/G0"
"2277","S"
"2278","G1/G0"
"2279","G2/M"
"2280","S"
"2281","G1/G0"
"2282","S"
"2283","G1/G0"
"2284","S"
"2285","S"
"2286","G1/G0"
"2287","G1/G0"
"2288","G2/M"
"2289","S"
"2290","S"
"2291","G1/G0"
"2292","G2/M"
"2293","S"
"2294","S"
"2295","G1/G0"
"2296","G2/M"
"2297","G2/M"
"2298","G2/M"
"2299","S"
"2300","G1/G0"
"2301","S"
"2302","G1/G0"
"2303","G2/M"
"2304","G2/M"
"2305","S"
"2306","S"
"2307","S"
"2308","G1/G0"
"2309","M"
"2310","G1/G0"
"2311","S"
"2312","M"
"2313","G2/M"
"2314","M"
"2315","S"
"2316","G1/G0"
"2317","G1/G0"
"2318","G1/G0"
"2319","M"
"2320","G2/M"
"2321","G2/M"
"2322","G1/G0"
"2323","G1/G0"
"2324","G1/G0"
"2325","G2/M"
"2326","M"
"2327","S"
"2328","M"
"2329","G2/M"
"2330","G2/M"
"2331","G1/G0"
"2332","G2/M"
"2333","S"
"2334","M"
"2335","G1/G0"
"2336","G1/G0"
"2337","M"
"2338","G1/G0"
"2339","M"
"2340","M"
"2341","G1/G0"
"2342","G1/G0"
"2343","S"
"2344","S"
"2345","G1/G0"
"2346","G2/M"
"2347","G1/G0"
"2348","G1/G0"
"2349","G2/M"
"2350","G2/M"
"2351","S"
"2352","G2/M"
"2353","G2/M"
"2354","S"
"2355","G1/G0"
"2356","G1/G0"
"2357","G1/G0"
"2358","S"
"2359","G2/M"
"2360","G1/G0"
"2361","S"
"2362","G1/G0"
"2363","S"
"2364","G2/M"
"2365","M"
"2366","S"
"2367","S"
"2368","G2/M"
"2369","G1/G0"
"2370","G2/M"
"2371","G2/M"
"2372","G1/G0"
"2373","S"
"2374","S"
"2375","S"
"2376","G1/G0"
"2377","S"
"2378","G1/G0"
"2379","G1/G0"
"2380","G1/G0"
"2381","M"
"2382","S"
"2383","S"
"2384","G1/G0"
"2385","G1/G0"
"2386","S"
"2387","G1/G0"
"2388","G1/G0"
"2389","G1/G0"
"2390","G1/G0"
"2391","S"
"2392","G2/M"
"2393","G2/M"
"2394","G1/G0"
"2395","G2/M"
"2396","G2/M"
"2397","G2/M"
"2398","S"
"2399","G2/M"
"2400","S"
"2401","G1/G0"
"2402","S"
"2403","G1/G0"
"2404","G1/G0"
"2405","G2/M"
"2406","S"
"2407","G2/M"
"2408","G1/G0"
"2409","G1/G0"
"2410","G1/G0"
"2411","G1/G0"
"2412","M"
"2413","S"
"2414","G1/G0"
"2415","G1/G0"
"2416","G1/G0"
"2417","G2/M"
"2418","S"
"2419","G2/M"
"2420","G2/M"
"2421","G2/M"
"2422","G1/G0"
"2423","G1/G0"
"2424","G2/M"
"2425","G2/M"
"2426","M"
"2427","G2/M"
"2428","S"
"2429","G1/G0"
"2430","S"
"2431","M"
"2432","G2/M"
"2433","G1/G0"
"2434","S"
"2435","S"
"2436","S"
"2437","S"
"2438","G2/M"
"2439","G2/M"
"2440","G2/M"
"2441","M"
"2442","S"
"2443","S"
"2444","G2/M"
"2445","G1/G0"
"2446","G1/G0"
"2447","G1/G0"
"2448","S"
"2449","G2/M"
"2450","S"
"2451","G1/G0"
"2452","G1/G0"
"2453","S"
"2454","G1/G0"
"2455","G2/M"
"2456","S"
"2457","G1/G0"
"2458","G1/G0"
"2459","G1/G0"
"2460","S"
"2461","S"
"2462","G1/G0"
"2463","S"
"2464","G2/M"
"2465","G1/G0"
"2466","S"
"2467","G2/M"
"2468","G2/M"
"2469","G1/G0"
"2470","S"
"2471","G1/G0"
"2472","S"
"2473","S"
"2474","S"
"2475","S"
"2476","G2/M"
"2477","G1/G0"
"2478","G2/M"
"2479","G1/G0"
"2480","G1/G0"
"2481","G1/G0"
"2482","S"
"2483","G1/G0"
"2484","G2/M"
"2485","S"
"2486","G1/G0"
"2487","M"
"2488","G1/G0"
"2489","G2/M"
"2490","G1/G0"
"2491","S"
"2492","S"
"2493","G2/M"
"2494","M"
"2495","S"
"2496","G2/M"
"2497","S"
"2498","M"
"2499","G2/M"
"2500","G1/G0"
"2501","G1/G0"
"2502","G1/G0"
"2503","G2/M"
"2504","G1/G0"
"2505","M"
"2506","G1/G0"
"2507","S"
"2508","S"
"2509","G1/G0"
"2510","G1/G0"
"2511","S"
"2512","G2/M"
"2513","G2/M"
"2514","G1/G0"
"2515","S"
"2516","G2/M"
"2517","G1/G0"
"2518","G1/G0"
"2519","G2/M"
"2520","G1/G0"
"2521","S"
"2522","G1/G0"
"2523","S"
"2524","G1/G0"
"2525","G2/M"
"2526","G1/G0"
"2527","G1/G0"
"2528","G1/G0"
"2529","S"
"2530","S"
"2531","S"
"2532","G2/M"
"2533","G2/M"
"2534","G1/G0"
"2535","S"
"2536","S"
"2537","G1/G0"
"2538","G2/M"
"2539","G2/M"
"2540","G2/M"
"2541","S"
"2542","G1/G0"
"2543","G1/G0"
"2544","S"
"2545","S"
"2546","G2/M"
"2547","G1/G0"
"2548","G1/G0"
"2549","S"
"2550","G2/M"
"2551","M"
"2552","G2/M"
"2553","G1/G0"
"2554","S"
"2555","S"
"2556","M"
"2557","G1/G0"
"2558","G1/G0"
"2559","G2/M"
"2560","G2/M"
"2561","S"
"2562","S"
"2563","S"
"2564","M"
"2565","G1/G0"
"2566","S"
"2567","G1/G0"
"2568","G2/M"
"2569","G1/G0"
"2570","G1/G0"
"2571","G2/M"
"2572","G2/M"
"2573","G1/G0"
"2574","S"
"2575","G1/G0"
"2576","G1/G0"
"2577","G1/G0"
"2578","S"
"2579","S"
"2580","G1/G0"
"2581","G1/G0"
"2582","G2/M"
"2583","G2/M"
"2584","G2/M"
"2585","G2/M"
"2586","G1/G0"
"2587","S"
"2588","S"
"2589","S"
"2590","S"
"2591","G2/M"
"2592","G1/G0"
"2593","G2/M"
"2594","S"
"2595","G2/M"
"2596","G1/G0"
"2597","S"
"2598","S"
"2599","G1/G0"
"2600","G1/G0"
"2601","G2/M"
"2602","S"
"2603","S"
"2604","G1/G0"
"2605","S"
"2606","G1/G0"
"2607","G1/G0"
"2608","G1/G0"
"2609","S"
"2610","G1/G0"
"2611","G2/M"
"2612","G1/G0"
"2613","M"
"2614","G2/M"
"2615","M"
"2616","G2/M"
"2617","G1/G0"
"2618","S"
"2619","M"
"2620","G1/G0"
"2621","G1/G0"
"2622","S"
"2623","S"
"2624","G1/G0"
"2625","G1/G0"
"2626","G1/G0"
"2627","S"
"2628","G1/G0"
"2629","G1/G0"
"2630","M"
"2631","G1/G0"
"2632","M"
"2633","G1/G0"
"2634","G1/G0"
"2635","G1/G0"
"2636","S"
"2637","G1/G0"
"2638","G1/G0"
"2639","G1/G0"
"2640","G2/M"
"2641","G1/G0"
"2642","G2/M"
"2643","G2/M"
"2644","G1/G0"
"2645","G1/G0"
"2646","M"
"2647","G2/M"
"2648","S"
"2649","G2/M"
"2650","G1/G0"
"2651","G1/G0"
"2652","G2/M"
"2653","G1/G0"
"2654","G2/M"
"2655","G1/G0"
"2656","G2/M"
"2657","G2/M"
"2658","S"
"2659","G1/G0"
"2660","S"
"2661","S"
"2662","G1/G0"
"2663","G2/M"
"2664","G2/M"
"2665","G1/G0"
"2666","M"
"2667","M"
"2668","G1/G0"
"2669","S"
"2670","G2/M"
"2671","G2/M"
"2672","G1/G0"
"2673","G1/G0"
"2674","G2/M"
"2675","G1/G0"
"2676","G1/G0"
"2677","G2/M"
"2678","G1/G0"
"2679","S"
"2680","S"
"2681","G1/G0"
"2682","M"
"2683","G2/M"
"2684","S"
"2685","G1/G0"
"2686","G1/G0"
"2687","G2/M"
"2688","S"
"2689","S"
"2690","G1/G0"
"2691","S"
"2692","G1/G0"
"2693","M"
"2694","G1/G0"
"2695","S"
"2696","S"
"2697","G1/G0"
"2698","G1/G0"
"2699","G2/M"
"2700","G1/G0"
"2701","G1/G0"
"2702","S"
"2703","G1/G0"
"2704","S"
"2705","G2/M"
"2706","S"
"2707","G2/M"
"2708","S"
"2709","G1/G0"
"2710","G1/G0"
"2711","S"
"2712","G2/M"
"2713","G1/G0"
"2714","G2/M"
"2715","G1/G0"
"2716","G2/M"
"2717","G2/M"
"2718","G2/M"
"2719","G1/G0"
"2720","G1/G0"
"2721","G1/G0"
"2722","S"
"2723","G1/G0"
"2724","M"
"2725","G1/G0"
"2726","S"
"2727","G2/M"
"2728","G1/G0"
"2729","G1/G0"
"2730","G1/G0"
"2731","G1/G0"
"2732","M"
"2733","M"
"2734","G2/M"
"2735","G1/G0"
"2736","G2/M"
"2737","G2/M"
"2738","S"
"2739","G1/G0"
"2740","G2/M"
"2741","S"
"2742","G2/M"
"2743","G2/M"
"2744","G1/G0"
"2745","G2/M"
"2746","S"
"2747","S"
"2748","G2/M"
"2749","G2/M"
"2750","S"
"2751","G1/G0"
"2752","G1/G0"
"2753","M"
"2754","G1/G0"
"2755","S"
"2756","G1/G0"
"2757","G1/G0"
"2758","G1/G0"
"2759","S"
"2760","G1/G0"
"2761","G1/G0"
"2762","G2/M"
"2763","G1/G0"
"2764","G2/M"
"2765","G2/M"
"2766","G2/M"
"2767","S"
"2768","G1/G0"
"2769","G1/G0"
"2770","G1/G0"
"2771","G2/M"
"2772","S"
"2773","G1/G0"
"2774","S"
"2775","G1/G0"
"2776","M"
"2777","S"
"2778","G1/G0"
"2779","M"
"2780","S"
"2781","G2/M"
"2782","S"
"2783","G2/M"
"2784","S"
"2785","M"
"2786","G2/M"
"2787","G1/G0"
"2788","G2/M"
"2789","S"
"2790","G1/G0"
"2791","S"
"2792","G1/G0"
"2793","S"
"2794","G2/M"
"2795","S"
"2796","M"
"2797","G1/G0"
"2798","G2/M"
"2799","G1/G0"
"2800","G2/M"
"2801","S"
"2802","G2/M"
"2803","G2/M"
"2804","G1/G0"
"2805","M"
"2806","G2/M"
"2807","G2/M"
"2808","G2/M"
"2809","S"
"2810","G2/M"
"2811","G1/G0"
"2812","G2/M"
"2813","M"
"2814","S"
"2815","S"
"2816","M"
"2817","S"
"2818","G1/G0"
"2819","S"
"2820","M"
"2821","S"
"2822","G1/G0"
"2823","M"
"2824","S"
"2825","S"
"2826","G1/G0"
"2827","G1/G0"
"2828","M"
"2829","M"
"2830","G1/G0"
"2831","G1/G0"
"2832","G1/G0"
"2833","G1/G0"
"2834","S"
"2835","S"
"2836","S"
"2837","M"
"2838","G2/M"
"2839","S"
"2840","G1/G0"
"2841","G1/G0"
"2842","S"
"2843","G1/G0"
"2844","G1/G0"
"2845","G2/M"
"2846","S"
"2847","S"
"2848","G1/G0"
"2849","G2/M"
"2850","G1/G0"
"2851","G2/M"
"2852","G2/M"
"2853","S"
"2854","G1/G0"
"2855","G1/G0"
"2856","G1/G0"
"2857","G1/G0"
"2858","G1/G0"
"2859","S"
"2860","G2/M"
"2861","G1/G0"
"2862","M"
"2863","G2/M"
"2864","G2/M"
"2865","G1/G0"
"2866","G2/M"
"2867","M"
"2868","G2/M"
"2869","G2/M"
"2870","S"
"2871","G1/G0"
"2872","G1/G0"
"2873","M"
"2874","S"
"2875","G1/G0"
"2876","G1/G0"
"2877","G1/G0"
"2878","G1/G0"
"2879","S"
"2880","G2/M"
"2881","S"
"2882","G1/G0"
"2883","G1/G0"
"2884","G2/M"
"2885","G1/G0"
"2886","G1/G0"
"2887","S"
"2888","G1/G0"
"2889","S"
"2890","G1/G0"
"2891","G1/G0"
"2892","S"
"2893","G1/G0"
"2894","S"
"2895","G1/G0"
"2896","S"
"2897","M"
"2898","G2/M"
"2899","G1/G0"
"2900","S"
"2901","G1/G0"
"2902","G1/G0"
"2903","S"
"2904","G1/G0"
"2905","S"
"2906","S"
"2907","G1/G0"
"2908","S"
"2909","S"
"2910","G1/G0"
"2911","M"
"2912","G1/G0"
"2913","S"
"2914","G2/M"
"2915","S"
"2916","S"
"2917","G1/G0"
"2918","G1/G0"
"2919","S"
"2920","S"
"2921","G1/G0"
"2922","S"
"2923","G1/G0"
"2924","S"
"2925","S"
"2926","G1/G0"
"2927","S"
"2928","S"
"2929","G1/G0"
"2930","S"
"2931","G1/G0"
"2932","G1/G0"
"2933","M"
"2934","S"
"2935","G1/G0"
"2936","G2/M"
"2937","G2/M"
"2938","G1/G0"
"2939","G1/G0"
"2940","S"
"2941","S"
"2942","G1/G0"
"2943","G1/G0"
"2944","G2/M"
"2945","G1/G0"
"2946","S"
"2947","S"
"2948","G2/M"
"2949","G1/G0"
"2950","G2/M"
"2951","M"
"2952","M"
"2953","G2/M"
"2954","G2/M"
"2955","G1/G0"
"2956","S"
"2957","S"
"2958","G1/G0"
"2959","G2/M"
"2960","G1/G0"
"2961","G2/M"
"2962","G1/G0"
"2963","G1/G0"
"2964","G1/G0"
"2965","G1/G0"
"2966","S"
"2967","S"
"2968","S"
"2969","S"
"2970","G2/M"
"2971","G1/G0"
"2972","M"
"2973","G2/M"
"2974","G2/M"
"2975","G1/G0"
"2976","G1/G0"
"2977","S"
"2978","G1/G0"
"2979","G2/M"
"2980","S"
"2981","G2/M"
"2982","G2/M"
"2983","G2/M"
"2984","S"
"2985","G1/G0"
"2986","S"
"2987","M"
"2988","G1/G0"
"2989","G1/G0"
"2990","S"
"2991","S"
"2992","G2/M"
"2993","G1/G0"
"2994","G1/G0"
"2995","G1/G0"
"2996","S"
"2997","S"
"2998","M"
"2999","M"
"3000","G2/M"
"3001","G2/M"
"3002","S"
"3003","S"
"3004","M"
"3005","G1/G0"
"3006","M"
"3007","M"
"3008","S"
"3009","G1/G0"
"3010","G2/M"
"3011","G1/G0"
"3012","G1/G0"
"3013","S"
"3014","G2/M"
"3015","G1/G0"
"3016","M"
"3017","G2/M"
"3018","S"
"3019","S"
"3020","M"
"3021","G1/G0"
"3022","S"
"3023","M"
"3024","G1/G0"
"3025","S"
"3026","S"
"3027","G1/G0"
"3028","S"
"3029","G1/G0"
"3030","G1/G0"
"3031","S"
"3032","G2/M"
"3033","S"
"3034","G1/G0"
"3035","S"
"3036","G1/G0"
"3037","G1/G0"
"3038","G1/G0"
"3039","G1/G0"
"3040","S"
"3041","M"
"3042","S"
"3043","G1/G0"
"3044","G1/G0"
"3045","S"
"3046","S"
"3047","G2/M"
"3048","M"
"3049","G1/G0"
"3050","G2/M"
"3051","G1/G0"
"3052","G2/M"
"3053","S"
"3054","S"
"3055","G1/G0"
"3056","S"
"3057","M"
"3058","S"
"3059","G2/M"
"3060","G1/G0"
"3061","G1/G0"
"3062","G1/G0"
"3063","G1/G0"
"3064","G2/M"
"3065","S"
"3066","G1/G0"
"3067","G1/G0"
"3068","G1/G0"
"3069","G1/G0"
"3070","G1/G0"
"3071","G2/M"
"3072","G1/G0"
"3073","S"
"3074","G1/G0"
"3075","S"
"3076","G1/G0"
"3077","G2/M"
"3078","G1/G0"
"3079","G1/G0"
"3080","S"
"3081","G2/M"
"3082","G1/G0"
"3083","G1/G0"
"3084","S"
"3085","G1/G0"
"3086","G1/G0"
"3087","S"
"3088","G1/G0"
"3089","G1/G0"
"3090","G1/G0"
"3091","G1/G0"
"3092","G2/M"
"3093","S"
"3094","G1/G0"
"3095","G1/G0"
"3096","S"
"3097","M"
"3098","S"
"3099","G1/G0"
"3100","G2/M"
"3101","G2/M"
"3102","G2/M"
"3103","G1/G0"
"3104","M"
"3105","S"
"3106","G1/G0"
"3107","G1/G0"
"3108","G1/G0"
"3109","S"
"3110","G2/M"
"3111","G1/G0"
"3112","G2/M"
"3113","S"
"3114","G1/G0"
"3115","G1/G0"
"3116","G2/M"
"3117","G2/M"
"3118","S"
"3119","M"
"3120","G2/M"
"3121","S"
"3122","G2/M"
"3123","S"
"3124","S"
"3125","G2/M"
"3126","S"
"3127","G2/M"
"3128","G2/M"
"3129","G1/G0"
