"","x"
"1615","S"
"1616","S"
"1617","G1/G0"
"1618","S"
"1619","G2/M"
"1620","G1/G0"
"1621","M"
"1622","G1/G0"
"1623","S"
"1624","G1/G0"
"1625","G2/M"
"1626","G1/G0"
"1627","S"
"1628","S"
"1629","G2/M"
"1630","G1/G0"
"1631","G1/G0"
"1632","G1/G0"
"1633","G2/M"
"1634","S"
"1635","G2/M"
"1636","G2/M"
"1637","S"
"1638","S"
"1639","M"
"1640","G1/G0"
"1641","G2/M"
"1642","G1/G0"
"1643","M"
"1644","G2/M"
"1645","G1/G0"
"1646","M"
"1647","G1/G0"
"1648","G1/G0"
"1649","G2/M"
"1650","S"
"1651","S"
"1652","S"
"1653","S"
"1654","G1/G0"
"1655","G2/M"
"1656","G1/G0"
"1657","G1/G0"
"1658","G1/G0"
"1659","G1/G0"
"1660","S"
"1661","S"
"1662","G2/M"
"1663","G1/G0"
"1664","G2/M"
"1665","G1/G0"
"1666","S"
"1667","S"
"1668","G1/G0"
"1669","G2/M"
"1670","S"
"1671","S"
"1672","G1/G0"
"1673","G2/M"
"1674","G1/G0"
"1675","G2/M"
"1676","S"
"1677","G1/G0"
"1678","G1/G0"
"1679","G2/M"
"1680","M"
"1681","S"
"1682","G1/G0"
"1683","S"
"1684","G1/G0"
"1685","M"
"1686","S"
"1687","S"
"1688","S"
"1689","G1/G0"
"1690","G1/G0"
"1691","G2/M"
"1692","G1/G0"
"1693","G2/M"
"1694","G2/M"
"1695","G1/G0"
"1696","G1/G0"
"1697","G2/M"
"1698","G1/G0"
"1699","M"
"1700","G1/G0"
"1701","G1/G0"
"1702","G1/G0"
"1703","S"
"1704","G2/M"
"1705","S"
"1706","S"
"1707","S"
"1708","M"
"1709","G1/G0"
"1710","S"
"1711","G2/M"
"1712","G1/G0"
"1713","G1/G0"
"1714","S"
"1715","G2/M"
"1716","G1/G0"
"1717","S"
"1718","G1/G0"
"1719","S"
"1720","G2/M"
"1721","G2/M"
"1722","G2/M"
"1723","S"
"1724","G2/M"
"1725","G1/G0"
"1726","G2/M"
"1727","G2/M"
"1728","G1/G0"
"1729","G2/M"
"1730","G1/G0"
"1731","M"
"1732","S"
"1733","M"
"1734","G2/M"
"1735","G1/G0"
"1736","G1/G0"
"1737","M"
"1738","M"
"1739","S"
"1740","G1/G0"
"1741","S"
"1742","G2/M"
"1743","G1/G0"
"1744","S"
"1745","G1/G0"
"1746","G1/G0"
"1747","G1/G0"
"1748","G1/G0"
"1749","S"
"1750","G1/G0"
"1751","G1/G0"
"1752","G1/G0"
"1753","S"
"1754","G1/G0"
"1755","G1/G0"
"1756","G1/G0"
"1757","S"
"1758","S"
"1759","G1/G0"
"1760","G1/G0"
"1761","G1/G0"
"1762","G1/G0"
"1763","G1/G0"
"1764","G2/M"
"1765","S"
"1766","G2/M"
"1767","G2/M"
"1768","G1/G0"
"1769","M"
"1770","G1/G0"
"1771","G2/M"
"1772","G1/G0"
"1773","S"
"1774","G1/G0"
"1775","G1/G0"
"1776","G2/M"
"1777","G1/G0"
"1778","G1/G0"
"1779","G2/M"
"1780","G2/M"
"1781","G1/G0"
"1782","G1/G0"
"1783","G1/G0"
"1784","S"
"1785","S"
"1786","M"
"1787","G1/G0"
"1788","G1/G0"
"1789","G2/M"
"1790","S"
"1791","G1/G0"
"1792","S"
"1793","S"
"1794","S"
"1795","S"
"1796","G1/G0"
"1797","S"
"1798","G1/G0"
"1799","G2/M"
"1800","G1/G0"
"1801","G2/M"
"1802","S"
"1803","G1/G0"
"1804","S"
"1805","G1/G0"
"1806","G1/G0"
"1807","G1/G0"
"1808","G2/M"
"1809","G2/M"
"1810","G1/G0"
"1811","G1/G0"
"1812","G1/G0"
"1813","G1/G0"
"1814","S"
"1815","G2/M"
"1816","G1/G0"
"1817","G1/G0"
"1818","G2/M"
"1819","G1/G0"
"1820","S"
"1821","S"
"1822","S"
"1823","G1/G0"
"1824","G2/M"
"1825","G1/G0"
"1826","G2/M"
"1827","G2/M"
"1828","S"
"1829","G1/G0"
"1830","S"
"1831","G1/G0"
"1832","S"
"1833","M"
"1834","G2/M"
"1835","S"
"1836","G1/G0"
"1837","M"
"1838","G2/M"
"1839","G2/M"
"1840","M"
"1841","S"
"1842","G1/G0"
"1843","S"
"1844","G1/G0"
"1845","S"
"1846","S"
"1847","G1/G0"
"1848","S"
"1849","S"
"1850","G1/G0"
"1851","G1/G0"
"1852","S"
"1853","G1/G0"
"1854","G1/G0"
"1855","G2/M"
"1856","G2/M"
"1857","G1/G0"
"1858","S"
"1859","G2/M"
"1860","G1/G0"
"1861","G2/M"
"1862","G1/G0"
"1863","G2/M"
"1864","S"
"1865","G2/M"
"1866","G2/M"
"1867","G1/G0"
"1868","S"
"1869","G1/G0"
"1870","G1/G0"
"1871","G2/M"
"1872","S"
"1873","G1/G0"
"1874","G1/G0"
"1875","S"
"1876","G2/M"
"1877","G1/G0"
"1878","G1/G0"
"1879","S"
"1880","G2/M"
"1881","S"
"1882","M"
"1883","G2/M"
"1884","G1/G0"
"1885","G2/M"
"1886","G1/G0"
"1887","S"
"1888","G1/G0"
"1889","G2/M"
"1890","S"
"1891","S"
"1892","G2/M"
"1893","G1/G0"
"1894","S"
"1895","G1/G0"
"1896","G2/M"
"1897","S"
"1898","S"
"1899","G1/G0"
"1900","G2/M"
"1901","G2/M"
"1902","G1/G0"
"1903","G2/M"
"1904","G2/M"
"1905","S"
"1906","S"
"1907","G1/G0"
"1908","G1/G0"
"1909","S"
"1910","S"
"1911","G1/G0"
"1912","S"
"1913","S"
"1914","S"
"1915","G1/G0"
"1916","S"
"1917","G2/M"
"1918","G1/G0"
"1919","S"
"1920","S"
"1921","G2/M"
"1922","G1/G0"
"1923","G1/G0"
"1924","G1/G0"
"1925","G1/G0"
"1926","S"
"1927","G1/G0"
"1928","G2/M"
"1929","G1/G0"
"1930","S"
"1931","S"
"1932","G1/G0"
"1933","S"
"1934","G1/G0"
"1935","G1/G0"
"1936","G1/G0"
"1937","S"
"1938","S"
"1939","G2/M"
"1940","G1/G0"
"1941","G1/G0"
"1942","G1/G0"
"1943","G1/G0"
"1944","G2/M"
"1945","G2/M"
"1946","S"
"1947","G2/M"
"1948","G1/G0"
"1949","S"
"1950","S"
"1951","G1/G0"
"1952","G1/G0"
"1953","M"
"1954","G1/G0"
"1955","S"
"1956","G1/G0"
"1957","G2/M"
"1958","G1/G0"
"1959","G1/G0"
"1960","S"
"1961","S"
"1962","G2/M"
"1963","G1/G0"
"1964","G1/G0"
"1965","S"
"1966","G1/G0"
"1967","G1/G0"
"1968","G1/G0"
"1969","G2/M"
"1970","S"
"1971","G1/G0"
"1972","S"
"1973","G2/M"
"1974","G1/G0"
"1975","S"
"1976","G2/M"
"1977","G1/G0"
"1978","S"
"1979","S"
"1980","G2/M"
"1981","G2/M"
"1982","G1/G0"
"1983","S"
"1984","S"
"1985","G1/G0"
"1986","S"
"1987","G1/G0"
"1988","G1/G0"
"1989","G1/G0"
"1990","S"
"1991","G1/G0"
"1992","S"
"1993","S"
"1994","S"
"1995","G1/G0"
"1996","S"
"1997","S"
"1998","G2/M"
"1999","S"
"2000","G2/M"
"2001","G1/G0"
"2002","M"
"2003","S"
"2004","S"
"2005","S"
"2006","S"
"2007","S"
"2008","G2/M"
"2009","S"
"2010","G2/M"
"2011","G1/G0"
"2012","M"
"2013","S"
"2014","G2/M"
"2015","G1/G0"
"2016","G1/G0"
"2017","G1/G0"
"2018","S"
"2019","G1/G0"
"2020","G1/G0"
"2021","M"
"2022","M"
"2023","G1/G0"
"2024","S"
"2025","S"
"2026","S"
"2027","G1/G0"
"2028","M"
"2029","G1/G0"
"2030","S"
"2031","S"
"2032","S"
"2033","M"
"2034","S"
"2035","G2/M"
"2036","S"
"2037","S"
"2038","G2/M"
"2039","G2/M"
"2040","G1/G0"
"2041","S"
"2042","M"
"2043","G1/G0"
"2044","S"
"2045","S"
"2046","G1/G0"
"2047","S"
"2048","S"
"2049","G1/G0"
"2050","S"
"2051","G1/G0"
"2052","G1/G0"
"2053","G1/G0"
"2054","G1/G0"
"2055","G1/G0"
"2056","G2/M"
"2057","G2/M"
"2058","G2/M"
"2059","G1/G0"
"2060","G1/G0"
"2061","G1/G0"
"2062","M"
"2063","G2/M"
"2064","G2/M"
"2065","G2/M"
"2066","S"
"2067","S"
"2068","G1/G0"
"2069","G1/G0"
"2070","G2/M"
"2071","M"
"2072","M"
"2073","G1/G0"
"2074","G1/G0"
"2075","G1/G0"
"2076","G1/G0"
"2077","S"
"2078","G1/G0"
"2079","S"
"2080","S"
"2081","S"
"2082","S"
"2083","G1/G0"
"2084","M"
"2085","S"
"2086","G2/M"
"2087","S"
"2088","G2/M"
"2089","S"
"2090","M"
"2091","G1/G0"
"2092","S"
"2093","S"
"2094","G2/M"
"2095","S"
"2096","G2/M"
"2097","G1/G0"
"2098","G1/G0"
"2099","S"
"2100","G2/M"
"2101","S"
"2102","S"
"2103","M"
"2104","S"
"2105","S"
"2106","G2/M"
"2107","S"
"2108","G1/G0"
"2109","S"
"2110","S"
"2111","G2/M"
"2112","G2/M"
"2113","G1/G0"
"2114","G1/G0"
"2115","S"
"2116","M"
"2117","G1/G0"
"2118","G1/G0"
"2119","G1/G0"
"2120","S"
"2121","G1/G0"
"2122","G1/G0"
"2123","M"
"2124","S"
"2125","G1/G0"
"2126","M"
"2127","S"
"2128","S"
"2129","S"
"2130","S"
"2131","G2/M"
"2132","G2/M"
"2133","G1/G0"
"2134","S"
"2135","S"
"2136","S"
"2137","S"
"2138","G2/M"
"2139","G1/G0"
"2140","S"
"2141","M"
"2142","S"
"2143","G2/M"
"2144","G1/G0"
"2145","G2/M"
"2146","S"
"2147","G1/G0"
"2148","G1/G0"
"2149","G1/G0"
"2150","S"
"2151","G2/M"
"2152","G2/M"
"2153","G2/M"
"2154","G2/M"
"2155","M"
"2156","S"
"2157","S"
"2158","G1/G0"
"2159","S"
"2160","G1/G0"
"2161","G1/G0"
"2162","S"
"2163","S"
"2164","G2/M"
"2165","G1/G0"
"2166","S"
"2167","S"
"2168","S"
"2169","G1/G0"
"2170","S"
"2171","G1/G0"
"2172","G1/G0"
"2173","S"
"2174","S"
"2175","S"
"2176","G2/M"
"2177","G1/G0"
"2178","G2/M"
"2179","G1/G0"
"2180","G1/G0"
"2181","G2/M"
"2182","G2/M"
"2183","G1/G0"
"2184","G2/M"
"2185","S"
"2186","G1/G0"
"2187","S"
"2188","S"
"2189","G1/G0"
"2190","G2/M"
"2191","M"
"2192","S"
"2193","S"
"2194","G2/M"
"2195","G1/G0"
"2196","G1/G0"
"2197","M"
"2198","G1/G0"
"2199","G1/G0"
"2200","S"
"2201","M"
"2202","S"
"2203","S"
"2204","G1/G0"
"2205","S"
"2206","S"
"2207","G2/M"
"2208","G2/M"
"2209","G1/G0"
"2210","G1/G0"
"2211","G1/G0"
"2212","G1/G0"
"2213","S"
"2214","S"
"2215","G1/G0"
"2216","M"
"2217","G2/M"
"2218","G1/G0"
"2219","G1/G0"
"2220","S"
"2221","G1/G0"
"2222","S"
"2223","S"
"2224","G2/M"
"2225","S"
"2226","S"
"2227","G1/G0"
"2228","G1/G0"
"2229","G2/M"
"2230","G2/M"
"2231","G1/G0"
"2232","S"
"2233","S"
"2234","S"
"2235","S"
"2236","G1/G0"
"2237","G1/G0"
"2238","G2/M"
"2239","G1/G0"
"2240","G1/G0"
"2241","S"
"2242","G1/G0"
"2243","G1/G0"
"2244","G1/G0"
"2245","G1/G0"
"2246","G1/G0"
"2247","G2/M"
"2248","G1/G0"
"2249","G1/G0"
"2250","G1/G0"
"2251","S"
"2252","S"
"2253","G1/G0"
"2254","G1/G0"
"2255","G2/M"
"2256","S"
"2257","M"
"2258","G1/G0"
"2259","G1/G0"
"2260","M"
"2261","S"
"2262","S"
"2263","G1/G0"
"2264","G2/M"
"2265","S"
"2266","G1/G0"
"2267","S"
"2268","G2/M"
"2269","G2/M"
"2270","M"
"2271","G2/M"
"2272","S"
"2273","S"
"2274","G1/G0"
"2275","G1/G0"
"2276","G1/G0"
"2277","S"
"2278","G2/M"
"2279","S"
"2280","G2/M"
"2281","S"
"2282","G1/G0"
"2283","S"
"2284","S"
"2285","G1/G0"
"2286","G1/G0"
"2287","S"
"2288","S"
"2289","S"
"2290","G1/G0"
"2291","G2/M"
"2292","S"
"2293","G1/G0"
"2294","S"
"2295","G2/M"
"2296","G1/G0"
"2297","S"
"2298","G1/G0"
"2299","G2/M"
"2300","S"
"2301","S"
"2302","G1/G0"
"2303","S"
"2304","G1/G0"
"2305","S"
"2306","G1/G0"
"2307","G1/G0"
"2308","S"
"2309","G2/M"
"2310","M"
"2311","G1/G0"
"2312","G2/M"
"2313","G2/M"
"2314","S"
"2315","G1/G0"
"2316","G1/G0"
"2317","G1/G0"
"2318","G1/G0"
"2319","G1/G0"
"2320","G1/G0"
"2321","G2/M"
"2322","S"
"2323","S"
"2324","S"
"2325","S"
"2326","G1/G0"
"2327","G2/M"
"2328","S"
"2329","S"
"2330","S"
"2331","G2/M"
"2332","G2/M"
"2333","G1/G0"
"2334","S"
"2335","G1/G0"
"2336","S"
"2337","G2/M"
"2338","G1/G0"
"2339","S"
"2340","G2/M"
"2341","S"
"2342","G2/M"
"2343","S"
"2344","M"
"2345","G1/G0"
"2346","S"
"2347","S"
"2348","G1/G0"
"2349","G1/G0"
"2350","G1/G0"
"2351","G2/M"
"2352","G2/M"
"2353","S"
"2354","M"
"2355","G1/G0"
"2356","G1/G0"
"2357","G1/G0"
"2358","S"
"2359","G1/G0"
"2360","S"
"2361","G1/G0"
"2362","G1/G0"
"2363","G1/G0"
"2364","S"
"2365","M"
"2366","S"
"2367","G1/G0"
"2368","S"
"2369","S"
"2370","G2/M"
"2371","G1/G0"
"2372","G1/G0"
"2373","G1/G0"
"2374","G1/G0"
"2375","S"
"2376","S"
"2377","G1/G0"
"2378","S"
"2379","S"
"2380","G1/G0"
"2381","S"
"2382","S"
"2383","G2/M"
"2384","M"
"2385","G1/G0"
"2386","G1/G0"
"2387","G1/G0"
"2388","G1/G0"
"2389","G1/G0"
"2390","G1/G0"
"2391","S"
"2392","G2/M"
"2393","G2/M"
"2394","G2/M"
"2395","S"
"2396","G2/M"
"2397","G1/G0"
"2398","S"
"2399","G2/M"
"2400","G2/M"
"2401","G1/G0"
"2402","G1/G0"
"2403","G1/G0"
"2404","S"
"2405","G1/G0"
"2406","S"
"2407","G1/G0"
"2408","G2/M"
"2409","G1/G0"
"2410","S"
"2411","S"
"2412","G2/M"
"2413","G1/G0"
"2414","S"
"2415","S"
"2416","S"
"2417","G1/G0"
"2418","S"
"2419","S"
"2420","G1/G0"
"2421","G1/G0"
"2422","S"
"2423","G1/G0"
"2424","M"
"2425","M"
"2426","G1/G0"
"2427","G1/G0"
"2428","S"
"2429","G2/M"
"2430","G2/M"
"2431","S"
"2432","S"
"2433","S"
"2434","S"
"2435","G1/G0"
"2436","G2/M"
"2437","G1/G0"
"2438","M"
"2439","S"
"2440","S"
"2441","G1/G0"
"2442","G2/M"
"2443","G1/G0"
"2444","G2/M"
"2445","G1/G0"
"2446","G1/G0"
"2447","S"
"2448","S"
"2449","G1/G0"
"2450","S"
"2451","G1/G0"
"2452","G2/M"
"2453","S"
"2454","G1/G0"
"2455","G2/M"
"2456","S"
"2457","S"
"2458","G1/G0"
"2459","G1/G0"
"2460","G2/M"
"2461","G1/G0"
"2462","G1/G0"
"2463","G2/M"
"2464","S"
"2465","G1/G0"
"2466","G2/M"
"2467","G2/M"
"2468","S"
"2469","S"
"2470","G1/G0"
"2471","G2/M"
"2472","G1/G0"
"2473","G2/M"
"2474","S"
"2475","G1/G0"
"2476","G2/M"
"2477","G1/G0"
"2478","S"
"2479","G2/M"
"2480","G2/M"
"2481","S"
"2482","S"
"2483","G2/M"
"2484","G1/G0"
"2485","G1/G0"
"2486","G1/G0"
"2487","G1/G0"
"2488","G1/G0"
"2489","S"
"2490","G1/G0"
"2491","S"
"2492","G1/G0"
"2493","G1/G0"
"2494","S"
"2495","G2/M"
"2496","G1/G0"
"2497","G1/G0"
"2498","S"
"2499","G2/M"
"2500","G1/G0"
"2501","S"
"2502","S"
"2503","G1/G0"
"2504","G2/M"
"2505","S"
"2506","S"
"2507","G1/G0"
"2508","G1/G0"
"2509","G1/G0"
"2510","S"
"2511","G2/M"
"2512","S"
"2513","S"
"2514","G1/G0"
"2515","S"
"2516","S"
"2517","G2/M"
"2518","G1/G0"
"2519","G1/G0"
"2520","G2/M"
"2521","S"
"2522","G1/G0"
"2523","G1/G0"
"2524","M"
"2525","S"
"2526","S"
"2527","G2/M"
"2528","S"
"2529","G2/M"
"2530","G2/M"
"2531","S"
"2532","G1/G0"
"2533","S"
"2534","G2/M"
"2535","S"
"2536","M"
"2537","G2/M"
"2538","G1/G0"
"2539","G2/M"
"2540","S"
"2541","G2/M"
"2542","G1/G0"
"2543","G2/M"
"2544","G1/G0"
"2545","G2/M"
"2546","G1/G0"
"2547","S"
"2548","G2/M"
"2549","G2/M"
"2550","G1/G0"
"2551","S"
"2552","G1/G0"
"2553","G1/G0"
"2554","G2/M"
"2555","G1/G0"
"2556","S"
"2557","G1/G0"
"2558","S"
"2559","S"
"2560","G1/G0"
"2561","G1/G0"
"2562","S"
"2563","S"
"2564","G1/G0"
"2565","G1/G0"
"2566","G2/M"
"2567","S"
"2568","M"
"2569","G2/M"
"2570","G1/G0"
"2571","S"
"2572","G1/G0"
"2573","G1/G0"
"2574","S"
"2575","G2/M"
"2576","S"
"2577","S"
"2578","S"
"2579","G1/G0"
"2580","G1/G0"
"2581","S"
"2582","S"
"2583","G1/G0"
"2584","S"
"2585","G1/G0"
"2586","M"
"2587","M"
"2588","G2/M"
"2589","G1/G0"
"2590","G2/M"
"2591","S"
"2592","S"
"2593","G1/G0"
"2594","S"
"2595","S"
"2596","G1/G0"
"2597","G1/G0"
"2598","G1/G0"
"2599","S"
"2600","S"
"2601","G2/M"
"2602","G1/G0"
"2603","S"
"2604","S"
"2605","G2/M"
"2606","S"
"2607","G2/M"
"2608","S"
"2609","S"
"2610","S"
"2611","G2/M"
"2612","G1/G0"
"2613","G1/G0"
"2614","G1/G0"
"2615","G1/G0"
"2616","S"
"2617","G1/G0"
"2618","G1/G0"
"2619","G2/M"
"2620","G1/G0"
"2621","G1/G0"
"2622","S"
"2623","G1/G0"
"2624","S"
"2625","S"
"2626","G2/M"
"2627","S"
"2628","S"
"2629","S"
"2630","G1/G0"
"2631","G2/M"
"2632","G1/G0"
"2633","M"
"2634","G1/G0"
"2635","G2/M"
"2636","G1/G0"
"2637","M"
"2638","G1/G0"
"2639","M"
"2640","S"
"2641","S"
"2642","G1/G0"
"2643","G1/G0"
"2644","S"
"2645","S"
"2646","S"
"2647","G2/M"
"2648","G1/G0"
"2649","G1/G0"
"2650","G2/M"
"2651","G2/M"
"2652","S"
"2653","S"
"2654","G1/G0"
"2655","M"
"2656","G1/G0"
"2657","G1/G0"
"2658","S"
"2659","G1/G0"
"2660","S"
"2661","G1/G0"
"2662","G2/M"
"2663","S"
"2664","G2/M"
"2665","G1/G0"
"2666","S"
"2667","S"
"2668","G1/G0"
"2669","G1/G0"
"2670","S"
"2671","S"
"2672","M"
"2673","G1/G0"
"2674","S"
"2675","S"
"2676","G1/G0"
"2677","G1/G0"
"2678","G1/G0"
"2679","G2/M"
"2680","S"
"2681","G2/M"
"2682","G2/M"
"2683","G1/G0"
"2684","S"
"2685","G2/M"
"2686","S"
"2687","G1/G0"
"2688","S"
"2689","G1/G0"
"2690","G2/M"
"2691","G1/G0"
"2692","G1/G0"
"2693","S"
"2694","G1/G0"
"2695","G2/M"
"2696","G2/M"
"2697","G1/G0"
"2698","S"
"2699","S"
"2700","G1/G0"
"2701","S"
"2702","G2/M"
"2703","G1/G0"
"2704","G1/G0"
"2705","G1/G0"
"2706","G1/G0"
"2707","G2/M"
"2708","S"
"2709","G1/G0"
"2710","G1/G0"
"2711","S"
"2712","M"
"2713","M"
"2714","M"
"2715","G1/G0"
"2716","G2/M"
"2717","G2/M"
"2718","S"
"2719","G1/G0"
"2720","G1/G0"
"2721","S"
"2722","S"
"2723","G1/G0"
"2724","G2/M"
"2725","G2/M"
"2726","G1/G0"
"2727","G1/G0"
"2728","G2/M"
"2729","G2/M"
"2730","S"
"2731","G1/G0"
"2732","G2/M"
"2733","G2/M"
"2734","G1/G0"
"2735","M"
"2736","G1/G0"
"2737","S"
"2738","S"
"2739","S"
"2740","G1/G0"
"2741","S"
"2742","G1/G0"
"2743","M"
"2744","G1/G0"
"2745","S"
"2746","G1/G0"
"2747","S"
"2748","G1/G0"
"2749","S"
"2750","S"
"2751","S"
"2752","G2/M"
"2753","G1/G0"
"2754","S"
"2755","S"
"2756","G1/G0"
"2757","G2/M"
"2758","G1/G0"
"2759","S"
"2760","S"
"2761","G2/M"
"2762","S"
"2763","G2/M"
"2764","G1/G0"
"2765","G2/M"
"2766","S"
"2767","S"
"2768","G1/G0"
"2769","S"
"2770","S"
"2771","G2/M"
"2772","G1/G0"
"2773","G1/G0"
"2774","M"
"2775","S"
"2776","G1/G0"
"2777","G1/G0"
"2778","S"
"2779","S"
"2780","M"
"2781","G1/G0"
"2782","G1/G0"
"2783","S"
"2784","S"
"2785","S"
"2786","G1/G0"
"2787","S"
"2788","G1/G0"
"2789","G1/G0"
"2790","G1/G0"
"2791","G1/G0"
"2792","S"
"2793","S"
"2794","G1/G0"
"2795","G2/M"
"2796","G2/M"
"2797","M"
"2798","G1/G0"
"2799","M"
"2800","G1/G0"
"2801","G2/M"
"2802","S"
"2803","G2/M"
"2804","G2/M"
"2805","G2/M"
"2806","S"
"2807","G1/G0"
"2808","G1/G0"
"2809","G1/G0"
"2810","G1/G0"
"2811","M"
"2812","M"
"2813","S"
"2814","G1/G0"
"2815","G2/M"
"2816","G2/M"
"2817","M"
"2818","G2/M"
"2819","S"
"2820","G2/M"
"2821","G1/G0"
"2822","S"
"2823","G2/M"
"2824","M"
"2825","G1/G0"
"2826","G2/M"
"2827","G1/G0"
"2828","S"
"2829","G1/G0"
"2830","G1/G0"
"2831","G2/M"
"2832","S"
"2833","S"
"2834","G1/G0"
"2835","G1/G0"
"2836","S"
"2837","G1/G0"
"2838","G2/M"
"2839","S"
"2840","S"
"2841","S"
"2842","G1/G0"
"2843","G2/M"
"2844","G1/G0"
"2845","G1/G0"
"2846","M"
"2847","G1/G0"
"2848","G2/M"
"2849","G1/G0"
"2850","G1/G0"
"2851","G1/G0"
"2852","S"
"2853","G1/G0"
"2854","G1/G0"
"2855","G1/G0"
"2856","M"
"2857","S"
"2858","G1/G0"
"2859","G2/M"
"2860","S"
"2861","G1/G0"
"2862","G1/G0"
"2863","G1/G0"
"2864","G1/G0"
"2865","G1/G0"
"2866","G2/M"
"2867","G2/M"
"2868","M"
"2869","S"
"2870","S"
"2871","G1/G0"
"2872","G2/M"
"2873","G2/M"
"2874","G2/M"
"2875","G1/G0"
"2876","G1/G0"
"2877","S"
"2878","S"
"2879","S"
"2880","G2/M"
"2881","S"
"2882","G2/M"
"2883","M"
"2884","G1/G0"
"2885","S"
"2886","S"
"2887","S"
"2888","M"
"2889","G1/G0"
"2890","S"
"2891","S"
"2892","S"
"2893","G2/M"
"2894","G1/G0"
"2895","S"
"2896","M"
"2897","M"
"2898","G1/G0"
"2899","G2/M"
"2900","G1/G0"
"2901","G1/G0"
"2902","G1/G0"
"2903","G1/G0"
"2904","S"
"2905","G1/G0"
"2906","G2/M"
"2907","G2/M"
"2908","S"
"2909","S"
"2910","G1/G0"
"2911","S"
"2912","G2/M"
"2913","G1/G0"
"2914","S"
"2915","G1/G0"
"2916","G1/G0"
"2917","S"
"2918","G1/G0"
"2919","G2/M"
"2920","S"
"2921","G2/M"
"2922","S"
"2923","M"
"2924","G1/G0"
"2925","G2/M"
"2926","G1/G0"
"2927","G2/M"
"2928","G2/M"
"2929","S"
"2930","M"
"2931","M"
"2932","S"
"2933","G2/M"
"2934","S"
"2935","G2/M"
"2936","S"
"2937","G1/G0"
"2938","S"
"2939","G1/G0"
"2940","G2/M"
"2941","G2/M"
"2942","G2/M"
"2943","G1/G0"
"2944","S"
"2945","S"
"2946","G1/G0"
"2947","G2/M"
"2948","G2/M"
"2949","S"
"2950","G1/G0"
"2951","S"
"2952","S"
"2953","G2/M"
"2954","S"
"2955","G1/G0"
"2956","S"
"2957","G1/G0"
"2958","G2/M"
"2959","G1/G0"
"2960","G1/G0"
"2961","G1/G0"
"2962","G2/M"
