"","ccAF","recat"
"21852","G1","G1"
"21853","Neural G0","G1"
"21854","G2/M","M"
"21855","S","G1"
"21856","G1","G1"
"21857","Neural G0","G1"
"21858","G1","G1"
"21859","S","G1"
"21860","G2/M","M"
"21861","Late G1","G1"
"21862","Neural G0","G1"
"21863","G2/M","M"
"21864","G2/M","G2M"
"21865","G1","G1"
"21866","G1","G1"
"21867","G1","G1"
"21868","M/Early G1","G1"
"21869","G1","G2"
"21870","Neural G0","G1"
"21871","G1","G1"
"21872","G1","G1"
"21873","G1","G1"
"21874","M/Early G1","G1"
"21875","M/Early G1","M"
"21876","Neural G0","G1"
"21877","G1","G1"
"21878","S","G1"
"21879","S","G1"
"21880","G1","G1"
"21881","G1","G1"
"21882","G2/M","M"
"21883","Neural G0","G1"
"21884","Late G1","G1"
"21885","M/Early G1","G1"
"21886","G1","G1"
"21887","G1","G1"
"21888","Neural G0","G1"
"21889","S","G1"
"21890","G1","G2M"
"21891","S","G1"
"21892","G2/M","G1"
"21893","S/G2","G1"
"21894","S/G2","G1"
"21895","Neural G0","G1"
"21896","G1","G1"
"21897","G1","G1"
"21898","Neural G0","G1"
"21899","S/G2","G1"
"21900","M/Early G1","G1"
"21901","Neural G0","G1"
"21902","S/G2","G2M"
"21903","G1","S"
"21904","G1","G1"
"21905","Neural G0","G1"
"21906","S","G1S"
"21907","G1","G1"
"21908","M/Early G1","G1"
"21909","G2/M","M"
"21910","S/G2","M"
"21911","G1","G1"
"21912","S","G1"
"21913","G1","G1"
"21914","Neural G0","G1"
"21915","S/G2","G1"
"21916","Neural G0","G1"
"21917","Neural G0","G1"
"21918","Neural G0","G1"
"21919","Neural G0","G1"
"21920","Late G1","G1"
"21921","G1","G1"
"21922","G1","G1"
"21923","G2/M","M"
"21924","G1","G1"
"21925","G1","G1"
"21926","G1","G1"
"21927","G1","G1"
"21928","S","G1"
"21929","G1","G1"
"21930","Neural G0","G1"
"21931","G1","G1"
"21932","G1","G1"
"21933","G2/M","M"
"21934","Neural G0","G1"
"21935","G1","G1"
"21936","G2/M","M"
"21937","G1","G1"
"21938","G1","G1"
"21939","G2/M","M"
"21940","G1","G1"
"21941","Neural G0","G1"
"21942","M/Early G1","G1"
"21943","M/Early G1","G1"
"21944","G1","G1"
"21945","Late G1","G1"
"21946","Neural G0","G1"
"21947","G2/M","M"
"21948","S/G2","S"
"21949","G1","G1"
"21950","S/G2","G1"
"21951","G1","G1"
"21952","G1","G1"
"21953","G1","G1"
"21954","G2/M","G2"
"21955","S","G2"
"21956","Neural G0","G1"
"21957","S/G2","M"
"21958","S/G2","G1S"
"21959","Late G1","S"
"21960","Late G1","G1"
"21961","G1","G1"
"21962","G1","G1"
"21963","G1","G1"
"21964","S/G2","G2M"
"21965","G1","G1"
"21966","G1","G1"
"21967","S/G2","G2M"
"21968","G1","G1"
"21969","G1","G1"
"21970","G1","G1"
"21971","G2/M","M"
"21972","S","G1"
"21973","Neural G0","G1"
"21974","M/Early G1","G1"
"21975","M/Early G1","G1"
"21976","M/Early G1","G1"
"21977","G1","G1"
"21978","G1","G1"
"21979","G1","G1"
"21980","G2/M","M"
"21981","S/G2","G1"
"21982","G1","G1"
"21983","G2/M","M"
"21984","G2/M","M"
"21985","G1","G1"
"21986","G1","G1"
"21987","Neural G0","G1"
"21988","G1","G1"
"21989","Late G1","G1"
"21990","G1","G1"
"21991","Neural G0","G1"
"21992","M/Early G1","G1"
"21993","G2/M","M"
"21994","G1","G1"
"21995","Neural G0","G1"
"21996","M/Early G1","G1S"
"21997","Late G1","G1"
"21998","G2/M","M"
"21999","G1","G1"
"22000","Late G1","G1"
"22001","S/G2","G1"
"22002","G1","G1"
"22003","G1","G1"
"22004","S/G2","G1"
"22005","G2/M","M"
"22006","Neural G0","G1"
"22007","S","G1S"
"22008","S/G2","M"
"22009","S/G2","G2"
"22010","G1","G1"
"22011","S/G2","G1"
"22012","Neural G0","G1"
"22013","S/G2","G1"
"22014","Neural G0","G1"
"22015","S/G2","G2M"
"22016","G2/M","M"
"22017","Late G1","G1"
"22018","G1","G1"
"22019","G1","G1"
"22020","Neural G0","G1"
"22021","G2/M","M"
"22022","Neural G0","G1"
"22023","M/Early G1","G1"
"22024","G1","G1"
"22025","Late G1","M"
"22026","G1","G1"
"22027","G1","G1"
"22028","S/G2","M"
"22029","G1","G1"
"22030","Neural G0","G1"
"22031","G1","G1"
"22032","G1","G1"
"22033","G1","G1"
"22034","S","G1S"
"22035","G1","G1"
"22036","Neural G0","G1"
"22037","Neural G0","G2M"
"22038","G2/M","G2M"
"22039","G1","G1"
"22040","G1","G1"
"22041","G1","G1"
"22042","G1","G1"
"22043","Late G1","G1"
"22044","S/G2","M"
"22045","G1","G1"
"22046","G1","G1"
"22047","Neural G0","G1"
"22048","S/G2","S"
"22049","G1","G1"
"22050","M/Early G1","G1"
"22051","S","G1S"
"22052","G1","G1"
"22053","Neural G0","G1"
"22054","G1","G1"
"22055","G1","G1"
"22056","M/Early G1","G1"
"22057","G2/M","G1"
"22058","G1","G1"
"22059","G1","G1"
"22060","G1","G1"
"22061","Neural G0","G1"
"22062","G2/M","M"
"22063","S","G1"
"22064","G1","G1"
"22065","S","G1"
"22066","G2/M","M"
"22067","Neural G0","G1"
"22068","G1","G1"
"22069","G1","G1"
"22070","G1","G1"
"22071","G2/M","G2M"
"22072","S","G1"
"22073","S/G2","G1"
"22074","M/Early G1","G1"
"22075","Neural G0","G1"
"22076","G2/M","M"
"22077","G1","G1S"
"22078","S","G1S"
"22079","G2/M","G2"
"22080","G2/M","M"
"22081","Late G1","G1"
"22082","S","G1"
"22083","Neural G0","G1"
"22084","S","G1"
"22085","M/Early G1","G1"
"22086","G1","G1"
"22087","G1","G1"
"22088","G1","G1"
"22089","G1","G1"
"22090","Neural G0","G1"
"22091","G2/M","M"
"22092","G1","G1"
"22093","G1","G1"
"22094","Neural G0","G1"
"22095","G2/M","G2M"
"22096","M/Early G1","M"
"22097","G1","G1"
"22098","G1","G1"
"22099","Neural G0","G1"
"22100","M/Early G1","G1"
"22101","S","G1"
"22102","S","S"
"22103","G1","G1"
"22104","M/Early G1","G1"
"22105","Neural G0","G1"
"22106","G1","G1"
"22107","G1","G1"
"22108","Late G1","G1"
"22109","G1","G1"
"22110","M/Early G1","S"
"22111","S/G2","G2"
"22112","G2/M","M"
"22113","S","G1"
"22114","S/G2","G2"
"22115","Neural G0","G1"
"22116","G2/M","M"
"22117","S","G1S"
"22118","G1","G1"
"22119","S/G2","G2"
"22120","S","G1S"
"22121","G1","G1"
"22122","Neural G0","G1"
"22123","G1","G1"
"22124","G1","G1"
"22125","Neural G0","G1"
"22126","G1","G1"
"22127","Neural G0","G1"
"22128","G1","G1"
"22129","M/Early G1","G1"
"22130","G1","G1"
"22131","G1","G1"
"22132","S","G1"
"22133","G1","G1"
"22134","G1","G1"
"22135","G1","G1"
"22136","S","G1S"
"22137","Neural G0","G1"
"22138","S/G2","G1"
"22139","M/Early G1","G1"
"22140","Neural G0","G1"
"22141","S","G1"
"22142","M/Early G1","G1"
"22143","Neural G0","G1"
"22144","Neural G0","G1"
"22145","G1","G1"
"22146","G2/M","M"
"22147","G1","G1"
"22148","G2/M","M"
"22149","Neural G0","G1"
"22150","G1","G1"
"22151","M/Early G1","G1"
"22152","G2/M","M"
"22153","G2/M","M"
"22154","G1","M"
"22155","S","G1"
"22156","G1","G1"
"22157","G1","G1"
"22158","S/G2","G2"
"22159","Neural G0","G1"
"22160","S/G2","M"
"22161","Neural G0","G1"
"22162","M/Early G1","G1"
"22163","G1","M"
"22164","G1","G1"
"22165","G1","G1"
"22166","Neural G0","M"
"22167","G1","G1"
"22168","G1","G1"
"22169","G2/M","M"
"22170","M/Early G1","G1"
"22171","G1","G1"
"22172","Neural G0","G1"
"22173","G1","G1"
"22174","G1","G1"
"22175","G1","G1"
"22176","G2/M","M"
"22177","G1","G1"
"22178","G1","G1"
"22179","Neural G0","G1"
"22180","M/Early G1","G1"
"22181","M/Early G1","G1"
"22182","S/G2","G1"
"22183","G1","G1"
"22184","S/G2","G1"
"22185","G1","G1"
"22186","G2/M","M"
"22187","M/Early G1","G1"
"22188","G1","G1"
"22189","G2/M","M"
"22190","G2/M","M"
"22191","G1","G1"
"22192","S","G2"
"22193","Neural G0","G1"
"22194","S/G2","M"
"22195","G2/M","M"
"22196","G1","S"
"22197","Neural G0","G1"
"22198","G1","G1"
"22199","G1","G1"
"22200","Neural G0","G1"
"22201","G1","G1"
"22202","G1","G1"
"22203","G2/M","M"
"22204","S/G2","G2M"
"22205","G1","G1"
"22206","G1","G1"
"22207","S/G2","G2"
"22208","Neural G0","G1"
"22209","G2/M","M"
"22210","G1","G1"
"22211","S/G2","G1"
"22212","G1","G1"
"22213","S/G2","G2"
"22214","Neural G0","G1"
"22215","Neural G0","G1"
"22216","M/Early G1","G1"
"22217","G1","G1"
"22218","G1","G1"
"22219","G1","G1"
"22220","G1","G1"
"22221","M/Early G1","G1"
"22222","G1","G1"
"22223","G1","G1"
"22224","S/G2","G1"
"22225","G1","G1"
"22226","G1","G1"
"22227","G1","G1"
"22228","Late G1","G1"
"22229","G2/M","M"
"22230","Neural G0","G1"
"22231","S/G2","G1"
"22232","G1","G1"
"22233","G1","G1"
"22234","G2/M","M"
"22235","G1","G1"
"22236","G1","G1"
"22237","Neural G0","G1"
"22238","G1","G1"
"22239","G1","G1"
"22240","M/Early G1","G1"
"22241","Late G1","G1"
"22242","G2/M","M"
"22243","G2/M","G2M"
"22244","S","G1S"
"22245","Neural G0","G1"
"22246","Neural G0","G1"
"22247","G1","G1"
"22248","S/G2","G1"
"22249","Neural G0","G1"
"22250","G2/M","M"
"22251","S","G1"
"22252","G1","G1"
"22253","S","G1"
"22254","G2/M","M"
"22255","G1","G1"
"22256","G2/M","M"
"22257","S","G1"
"22258","G1","G1"
"22259","Neural G0","G1"
"22260","G1","G1"
"22261","S","G1"
"22262","G1","G1"
"22263","G1","G1"
"22264","S","G1"
"22265","Neural G0","G1"
"22266","G1","G1"
"22267","S/G2","G1"
"22268","S","G1"
"22269","G1","G1"
"22270","S/G2","M"
"22271","S/G2","M"
"22272","Neural G0","G1"
"22273","G2/M","M"
"22274","G1","G1"
"22275","M/Early G1","G1"
"22276","M/Early G1","G1"
"22277","G1","G1"
"22278","M/Early G1","G1"
"22279","G1","G1"
"22280","G1","G1"
"22281","S/G2","G2"
"22282","Neural G0","G1"
"22283","M/Early G1","G1"
"22284","S/G2","G1"
"22285","Neural G0","G1"
"22286","Neural G0","G1"
"22287","S","G1"
"22288","Neural G0","G1"
"22289","M/Early G1","G1"
"22290","G1","G1"
"22291","G1","G1"
"22292","S","G1"
"22293","S/G2","G2M"
"22294","G2/M","M"
"22295","Neural G0","G1"
"22296","Neural G0","G1"
"22297","G1","G1"
"22298","G2/M","M"
"22299","G1","G1"
"22300","G1","G1"
"22301","S","M"
"22302","Neural G0","G1"
"22303","M/Early G1","G1"
"22304","Neural G0","G1"
"22305","G1","G1"
"22306","M/Early G1","G1"
"22307","G1","G1"
"22308","G1","G1"
"22309","G1","M"
"22310","G1","G1S"
"22311","G1","G1"
"22312","G1","G1"
"22313","Neural G0","G1"
"22314","Neural G0","G1"
"22315","G1","G1"
"22316","S/G2","G2"
"22317","G2/M","M"
"22318","M/Early G1","G1"
"22319","Neural G0","G1"
"22320","S/G2","G2M"
"22321","S/G2","G2"
"22322","G2/M","M"
"22323","G1","G2M"
"22324","G1","G1"
"22325","G1","G1"
"22326","S","G1"
"22327","M/Early G1","G1"
"22328","G1","G1"
"22329","G1","G1"
"22330","Late G1","G2M"
"22331","G2/M","G2M"
"22332","G1","M"
"22333","G1","G1"
"22334","S","G1"
"22335","G1","G1"
"22336","Neural G0","M"
"22337","G1","G1"
"22338","S","G1"
"22339","G1","G1"
"22340","G1","G1"
"22341","Late G1","G1"
"22342","Late G1","G1"
"22343","S/G2","G1"
"22344","S","G1"
"22345","Neural G0","G1"
"22346","Neural G0","G1"
"22347","Late G1","G1"
"22348","G1","G1"
"22349","G1","G1"
"22350","S","G1"
"22351","S","G1"
"22352","S/G2","S"
"22353","G1","G1"
"22354","Neural G0","G1"
"22355","S/G2","G1"
"22356","Neural G0","G1"
"22357","S/G2","M"
"22358","G2/M","M"
"22359","Neural G0","G1"
"22360","S/G2","G2"
"22361","S/G2","G2M"
"22362","Late G1","G1"
"22363","S/G2","M"
"22364","Neural G0","G1"
"22365","S/G2","G1"
"22366","G1","G1"
"22367","S/G2","G2"
"22368","G2/M","M"
"22369","M/Early G1","G1"
"22370","S/G2","G1S"
"22371","S/G2","G1"
"22372","G2/M","G1"
"22373","G1","G1"
"22374","M/Early G1","G2M"
"22375","G1","G1"
"22376","M/Early G1","G1"
"22377","S","G1"
"22378","G1","G1"
"22379","S/G2","M"
"22380","Neural G0","G1"
"22381","Neural G0","G1"
"22382","G1","G1"
"22383","Neural G0","G1"
"22384","Late G1","G1"
"22385","G1","G1"
"22386","S/G2","G2"
"22387","G1","G1"
"22388","S/G2","G2"
"22389","Late G1","G1"
"22390","Neural G0","G1"
"22391","M/Early G1","G1"
"22392","Neural G0","G1"
"22393","Neural G0","G1"
"22394","G1","G1"
"22395","S/G2","G1"
"22396","M/Early G1","G1"
"22397","Late G1","M"
"22398","S/G2","G1"
"22399","G1","G1"
"22400","Neural G0","G1"
"22401","M/Early G1","G1"
"22402","M/Early G1","M"
"22403","G1","G1"
"22404","G2/M","G2M"
"22405","Neural G0","G1"
"22406","G2/M","M"
"22407","Neural G0","G1"
"22408","Neural G0","G1"
"22409","G1","G1"
"22410","G2/M","M"
"22411","G1","G1"
"22412","S/G2","G1"
"22413","G1","G1"
"22414","G2/M","M"
"22415","Neural G0","G1"
"22416","S/G2","G1"
"22417","M/Early G1","G1"
"22418","S/G2","G2"
"22419","G2/M","G2"
"22420","G1","G1"
"22421","S/G2","G1S"
"22422","G2/M","M"
"22423","S/G2","G2M"
"22424","M/Early G1","G1"
"22425","S","G1"
"22426","Neural G0","G1"
"22427","M/Early G1","G1"
"22428","G1","G1"
"22429","S/G2","M"
"22430","G1","G1"
"22431","G1","G1"
"22432","G1","G1"
"22433","Neural G0","G1"
"22434","G1","G1"
"22435","S","G2"
"22436","G2/M","M"
"22437","G1","G1"
"22438","G1","G1"
"22439","S","G1"
"22440","S/G2","G1"
"22441","S","G1"
"22442","S","G1"
"22443","S","G1S"
"22444","G2/M","M"
"22445","M/Early G1","G1"
"22446","G1","G1"
"22447","G2/M","G2M"
"22448","G1","G1"
"22449","M/Early G1","G1"
"22450","S/G2","G1"
"22451","G1","G1"
"22452","S/G2","M"
"22453","M/Early G1","G1"
"22454","Neural G0","G1"
"22455","Neural G0","G1"
"22456","G1","G1"
"22457","G2/M","G1"
"22458","G1","G1"
"22459","G1","G1"
"22460","G1","G1"
"22461","Neural G0","G1"
"22462","G1","M"
"22463","M/Early G1","G1"
"22464","S","G1"
"22465","S/G2","M"
"22466","Neural G0","G1"
"22467","M/Early G1","M"
"22468","G1","G1"
"22469","Neural G0","G1"
"22470","Late G1","G1"
"22471","M/Early G1","G1"
"22472","S/G2","G1"
"22473","M/Early G1","G1"
"22474","Neural G0","G1"
"22475","G1","G1"
"22476","G1","G1"
"22477","G1","G1"
"22478","G1","G1"
"22479","Neural G0","G1S"
"22480","S","G1"
"22481","G1","G1"
"22482","Neural G0","G1"
"22483","Neural G0","G1"
"22484","S/G2","G1"
"22485","M/Early G1","G1"
"22486","S/G2","G1"
"22487","Late G1","G1"
"22488","G1","G1"
"22489","G1","G1"
"22490","S","G1S"
"22491","G1","G1S"
"22492","S/G2","G2"
"22493","Neural G0","G1"
"22494","S","G1"
"22495","S/G2","S"
"22496","Late G1","G1"
"22497","G2/M","G2M"
"22498","G1","G1"
"22499","M/Early G1","G1"
"22500","G1","G1"
"22501","G1","G1"
"22502","G1","G1"
"22503","Late G1","G1"
"22504","S/G2","M"
"22505","G1","G1"
"22506","Neural G0","G1"
"22507","G1","G1"
"22508","G1","G1"
"22509","G1","G1"
"22510","M/Early G1","G1"
"22511","G1","G1"
"22512","S","G1"
"22513","G1","G1"
"22514","Neural G0","G1"
"22515","Neural G0","G1"
"22516","Neural G0","G1"
"22517","S/G2","M"
"22518","G2/M","M"
"22519","M/Early G1","M"
"22520","S/G2","G1"
"22521","S/G2","G1"
"22522","G1","G1"
"22523","G2/M","M"
"22524","G2/M","M"
"22525","S","G1"
"22526","Late G1","G1"
"22527","G1","G1S"
"22528","G1","G1"
"22529","S/G2","G1"
"22530","G2/M","M"
"22531","G1","G1"
"22532","Neural G0","G1"
"22533","Neural G0","G1"
"22534","S/G2","G1"
"22535","G2/M","M"
"22536","Neural G0","G1"
"22537","G1","G1"
"22538","G1","G1"
"22539","M/Early G1","G1"
"22540","G2/M","M"
"22541","S/G2","G1S"
"22542","S/G2","G1"
"22543","Neural G0","G1"
"22544","S/G2","M"
"22545","G1","G1"
"22546","G1","G1"
"22547","Neural G0","G1"
"22548","G1","G1"
"22549","Neural G0","G1"
"22550","Late G1","G1"
"22551","Neural G0","G1"
"22552","Neural G0","G2"
"22553","M/Early G1","M"
"22554","Neural G0","G1"
"22555","S/G2","G2M"
"22556","M/Early G1","G1"
"22557","M/Early G1","G1"
"22558","G1","G1"
"22559","G1","G1"
"22560","G1","G1"
"22561","G1","G1"
"22562","G1","G1S"
"22563","G1","G1"
"22564","G1","G1"
"22565","Late G1","G1"
"22566","G1","G1"
"22567","S/G2","G2M"
"22568","G1","G1"
"22569","Late G1","G1"
"22570","Neural G0","G1"
"22571","G1","G1"
"22572","S/G2","G1"
"22573","G1","G1"
"22574","Neural G0","G1"
"22575","G1","G1"
"22576","Neural G0","G1"
"22577","M/Early G1","G1"
"22578","Late G1","G1S"
"22579","G1","G1"
"22580","G1","G1"
"22581","G1","G1"
"22582","M/Early G1","M"
"22583","Neural G0","G1"
"22584","G1","G1"
"22585","G1","G1"
"22586","G1","G1"
"22587","Neural G0","G1"
"22588","G1","G1"
"22589","Neural G0","G1"
"22590","M/Early G1","G1"
"22591","M/Early G1","G1"
"22592","Late G1","G1"
"22593","G2/M","G1"
"22594","G1","G1"
"22595","G1","G1"
"22596","Neural G0","G1"
"22597","Neural G0","G1"
"22598","Late G1","G1"
"22599","G1","G1"
"22600","S/G2","G2M"
"22601","G1","G1"
"22602","G1","G1"
"22603","Neural G0","G1"
"22604","G1","G1"
"22605","Neural G0","G1"
"22606","S","G1"
"22607","S","G1"
"22608","S/G2","M"
"22609","G1","G1"
"22610","M/Early G1","G1"
"22611","Neural G0","G1"
"22612","G1","G1"
"22613","G1","G1"
"22614","G1","G1"
"22615","G1","G1"
"22616","G2/M","M"
"22617","Neural G0","G1"
"22618","G1","G1"
"22619","G1","G1"
"22620","S/G2","G1S"
"22621","S/G2","M"
"22622","S","G1"
"22623","S","G1"
"22624","G1","G1"
"22625","G1","G2M"
"22626","G1","G1"
"22627","Neural G0","G1"
"22628","G1","G1"
"22629","G1","G1"
"22630","Late G1","G1"
"22631","Neural G0","G1"
"22632","M/Early G1","G1"
"22633","S/G2","G1S"
"22634","G1","G1"
"22635","S","G1"
"22636","S/G2","G1S"
"22637","G1","G1"
"22638","S/G2","G2"
"22639","Late G1","G1"
"22640","G1","G1"
"22641","S","S"
"22642","G1","G1"
"22643","S/G2","S"
"22644","Neural G0","G1"
"22645","Neural G0","G1"
"22646","G1","M"
"22647","M/Early G1","M"
"22648","S/G2","M"
"22649","G2/M","M"
"22650","G2/M","M"
"22651","G1","G1"
"22652","S/G2","G1S"
"22653","G1","G1"
"22654","G1","G1"
"22655","Neural G0","G1"
"22656","G1","G1"
"22657","G1","G1"
"22658","S/G2","G2M"
"22659","Neural G0","G1"
"22660","G1","G1"
"22661","G1","G1"
"22662","S","G1"
"22663","M/Early G1","G1"
"22664","Neural G0","G1"
"22665","G2/M","G2"
"22666","G1","G1"
"22667","G1","G1"
"22668","G1","G2M"
"22669","G1","G1"
"22670","G1","G1"
"22671","S/G2","G2M"
"22672","G2/M","M"
"22673","S/G2","S"
"22674","Neural G0","G1"
"22675","Neural G0","G1"
"22676","Neural G0","G1"
"22677","M/Early G1","G2M"
"22678","Neural G0","G1"
"22679","S/G2","S"
"22680","Neural G0","G1"
"22681","G2/M","M"
"22682","G1","G1"
"22683","Neural G0","G1"
"22684","S/G2","M"
"22685","Neural G0","G1"
"22686","S","G1S"
"22687","G1","G1"
"22688","G1","G1"
"22689","G1","G1"
"22690","G1","G1"
"22691","Neural G0","G1"
"22692","S/G2","G1"
"22693","G1","G1"
"22694","S","G1"
"22695","M/Early G1","G1"
"22696","Late G1","G1"
"22697","Neural G0","G1"
"22698","G1","G1"
"22699","G1","G1"
"22700","G1","G1"
"22701","G1","G1"
"22702","G1","G1"
"22703","G1","G1"
"22704","M/Early G1","G1"
"22705","M/Early G1","G1"
"22706","S/G2","M"
"22707","Neural G0","G1"
"22708","S/G2","M"
"22709","Neural G0","G1"
"22710","G1","G1"
"22711","S","G1"
"22712","G1","G1"
"22713","Neural G0","G1"
"22714","G1","G1"
"22715","Neural G0","G1"
"22716","G1","M"
"22717","G1","G1"
"22718","M/Early G1","G1"
"22719","G1","G1"
"22720","G2/M","M"
"22721","G1","G1"
"22722","Neural G0","G1"
"22723","G1","G1"
"22724","G1","G1"
"22725","Neural G0","G1"
"22726","G1","G1"
"22727","G1","G1"
"22728","S/G2","M"
"22729","G1","G1"
"22730","M/Early G1","G1"
"22731","M/Early G1","M"
"22732","M/Early G1","G1"
"22733","Neural G0","M"
"22734","S/G2","G1"
"22735","G1","G1S"
"22736","S","G1"
"22737","Late G1","G1"
"22738","G1","G1"
"22739","Neural G0","G1"
"22740","G1","G1"
"22741","G1","G1"
"22742","G2/M","M"
"22743","G2/M","M"
"22744","Late G1","G1"
"22745","G2/M","M"
"22746","Neural G0","G1"
"22747","Neural G0","G1"
"22748","S","G1S"
"22749","G1","G1"
"22750","S","G1"
"22751","S/G2","G1"
"22752","G1","G1"
"22753","Neural G0","G1"
"22754","G1","G1"
"22755","G1","G1"
"22756","S","G1"
"22757","S/G2","G1"
"22758","S","G1"
"22759","G1","G1"
"22760","S/G2","G2M"
"22761","G1","G1"
"22762","Neural G0","G1"
"22763","G1","G1"
"22764","Late G1","S"
"22765","S/G2","M"
"22766","G1","G1"
"22767","Late G1","G1"
"22768","Neural G0","G1"
"22769","G1","G1"
"22770","S","G1S"
"22771","G1","G1"
"22772","G1","G1"
"22773","Late G1","G1"
"22774","G1","G1"
"22775","S","G1"
"22776","M/Early G1","G1"
"22777","G1","G1"
"22778","Neural G0","G1"
"22779","G1","G1"
"22780","Neural G0","G1"
"22781","G1","G1"
"22782","Neural G0","G1"
"22783","S","M"
"22784","G1","G2M"
"22785","M/Early G1","G1"
"22786","G1","G1"
"22787","S/G2","G2"
"22788","G2/M","M"
"22789","Neural G0","M"
"22790","Late G1","G1"
"22791","G1","G1"
"22792","S/G2","G1"
"22793","G1","G1"
"22794","Neural G0","G1"
"22795","Neural G0","G1"
"22796","M/Early G1","G1"
"22797","G1","G1"
"22798","Late G1","G1"
"22799","Neural G0","G1"
"22800","G1","G1"
"22801","G1","G1"
"22802","Late G1","G1"
"22803","Neural G0","G1"
"22804","G1","G1"
"22805","S","G1"
"22806","Neural G0","G1"
"22807","Neural G0","G1"
"22808","Neural G0","G1"
"22809","G1","G1"
"22810","Late G1","G1"
"22811","M/Early G1","M"
"22812","M/Early G1","G1"
"22813","G2/M","M"
"22814","Late G1","G1"
"22815","S/G2","G1"
"22816","S","G1"
"22817","G1","G1"
"22818","G1","G1"
"22819","G1","G1"
"22820","G1","G1"
"22821","G1","G1"
"22822","G1","G1"
"22823","G1","G1"
"22824","G1","G1"
"22825","S/G2","M"
"22826","Neural G0","G1"
"22827","Late G1","G1"
"22828","G2/M","M"
"22829","G2/M","M"
"22830","G1","G1"
"22831","Neural G0","G1"
"22832","S/G2","G1"
"22833","G1","G1"
"22834","S","G1S"
"22835","S/G2","G1"
"22836","G1","G1"
"22837","G1","G1"
"22838","G2/M","G1"
"22839","G1","G1"
"22840","G1","G1"
"22841","Neural G0","G1"
"22842","G1","G1"
"22843","S/G2","M"
"22844","G2/M","M"
"22845","Late G1","G1"
"22846","G1","G1"
"22847","G1","G1"
"22848","Neural G0","G1"
"22849","S","G1S"
"22850","G1","G1"
"22851","Neural G0","G1"
"22852","G1","G1"
"22853","G1","G1"
"22854","S/G2","G2M"
"22855","S","G1"
"22856","G1","G1"
"22857","Late G1","G1"
"22858","S/G2","G1S"
"22859","G2/M","M"
"22860","S","G1"
"22861","Neural G0","G1"
"22862","G1","G1"
"22863","S","G1"
"22864","Neural G0","G1"
"22865","M/Early G1","G1"
"22866","G1","G1"
"22867","G1","G1"
"22868","Neural G0","G1"
"22869","G2/M","M"
"22870","S/G2","G2M"
"22871","G1","G1"
"22872","G1","G1"
"22873","G1","G1"
"22874","Neural G0","G1"
"22875","M/Early G1","M"
"22876","G1","G1"
"22877","G1","G1"
"22878","S/G2","G1"
"22879","G2/M","M"
"22880","G1","G1"
"22881","G1","G1"
"22882","Late G1","G1"
"22883","G1","G2M"
"22884","Late G1","G1S"
"22885","G1","G1"
"22886","G1","G1"
"22887","Neural G0","G1"
"22888","Neural G0","G1"
"22889","Late G1","G1"
"22890","G1","G1"
"22891","Neural G0","G1"
"22892","M/Early G1","G1"
"22893","S/G2","G2M"
"22894","G1","G1"
"22895","G1","G1"
"22896","G1","G1"
"22897","G1","G1"
"22898","S/G2","S"
"22899","G1","G1"
"22900","G2/M","M"
"22901","G1","G1"
"22902","G1","G1"
"22903","Neural G0","G1"
