"","Phase","recat"
"7126","G1","G1"
"7127","S","S"
"7128","G1","G1"
"7129","G2M","M"
"7130","G1","G1"
"7131","G1","G1"
"7132","G1","G1"
"7133","G1","G1"
"7134","G1","G1"
"7135","G1","G1"
"7136","G2M","M"
"7137","G1","G1"
"7138","G1","G1"
"7139","S","G2"
"7140","G2M","G1"
"7141","G1","G1"
"7142","G1","G1"
"7143","S","G2"
"7144","G1","G1"
"7145","G1","G1"
"7146","G1","G1"
"7147","G1","G1"
"7148","G1","G1"
"7149","G1","G1"
"7150","G1","G1"
"7151","G1","G1"
"7152","G1","G1"
"7153","G2M","G2M"
"7154","G1","G1"
"7155","G1","G1"
"7156","G1","G1"
"7157","G1","G1"
"7158","S","G1"
"7159","S","S"
"7160","G2M","M"
"7161","S","G1"
"7162","G1","G1"
"7163","G1","G1"
"7164","S","G1S"
"7165","G1","G1"
"7166","G1","G1"
"7167","G1","G1"
"7168","G2M","M"
"7169","G1","G1"
"7170","G2M","G2M"
"7171","S","S"
"7172","S","G1"
"7173","G2M","G2"
"7174","G1","G1"
"7175","G1","G1"
"7176","G1","G1"
"7177","G2M","M"
"7178","G1","G1"
"7179","S","G1"
"7180","S","G1"
"7181","G1","G1"
"7182","G1","G1"
"7183","G2M","G2M"
"7184","G1","G1"
"7185","G1","G1"
"7186","G2M","G2M"
"7187","S","G1S"
"7188","G1","G1"
"7189","G1","G1"
"7190","G1","G1"
"7191","G1","G1"
"7192","G2M","M"
"7193","G2M","M"
"7194","G1","G1"
"7195","G1","G1"
"7196","G1","G1"
"7197","S","G1"
"7198","G2M","G2"
"7199","G2M","M"
"7200","S","G1"
"7201","G1","G1"
"7202","G1","G1"
"7203","S","G1"
"7204","S","G1"
"7205","S","G1S"
"7206","S","G1"
"7207","G1","G1"
"7208","G1","G1"
"7209","G1","G1"
"7210","G1","G1"
"7211","G2M","M"
"7212","S","G1"
"7213","S","G1"
"7214","S","G1"
"7215","G1","G1"
"7216","G2M","M"
"7217","S","G1"
"7218","S","G1"
"7219","G1","G1"
"7220","S","G1"
"7221","S","G2"
"7222","S","G1"
"7223","G1","G1"
"7224","G1","G1"
"7225","G1","G1"
"7226","G1","G1"
"7227","S","G1"
"7228","G1","G1"
"7229","S","G2M"
"7230","S","G1"
"7231","G2M","M"
"7232","G2M","G2"
"7233","S","G1S"
"7234","G2M","M"
"7235","G1","G1"
"7236","G1","G1"
"7237","G2M","G1"
"7238","G1","G1"
"7239","G1","G1"
"7240","G1","G1"
"7241","G1","G1"
"7242","G1","G1"
"7243","G1","G1"
"7244","S","G1"
"7245","G2M","G2M"
"7246","S","G1S"
"7247","G1","G1"
"7248","G1","G1"
"7249","G1","G1"
"7250","G1","G1"
"7251","G1","G1"
"7252","S","G1"
"7253","S","G1"
"7254","G2M","G2M"
"7255","S","G1S"
"7256","G2M","M"
"7257","G1","G1"
"7258","G1","G1"
"7259","G2M","M"
"7260","S","G1S"
"7261","S","G1"
"7262","G1","G1"
"7263","G1","G1"
"7264","S","G1"
"7265","S","S"
"7266","G1","G1"
"7267","G2M","G2M"
"7268","G2M","M"
"7269","S","G1"
"7270","G1","G1"
"7271","G1","G1"
"7272","G1","G1"
"7273","G1","G1"
"7274","S","S"
"7275","G1","G1"
"7276","S","G1"
"7277","G2M","M"
"7278","G1","G1"
"7279","G1","G1"
"7280","S","S"
"7281","S","G1"
"7282","G1","G1"
"7283","G1","G1"
"7284","G1","G1"
"7285","G1","G1"
"7286","S","G1"
"7287","S","G1"
"7288","G2M","M"
"7289","S","G1S"
"7290","G1","G1"
"7291","G1","G1"
"7292","S","G1"
"7293","G1","G1"
"7294","G1","G1"
"7295","G1","G1"
"7296","G1","G1"
"7297","G1","G1"
"7298","G2M","G1"
"7299","S","G1"
"7300","G1","G1"
"7301","G2M","M"
"7302","S","G1"
"7303","S","G1"
"7304","G1","G1"
"7305","G1","G1"
"7306","S","G1"
"7307","G2M","G1"
"7308","G2M","G2M"
"7309","S","G1"
"7310","S","G1"
"7311","S","G1"
"7312","G2M","M"
"7313","S","G1"
"7314","S","S"
"7315","G1","G1"
"7316","G2M","M"
"7317","G2M","G1"
"7318","G2M","M"
"7319","G2M","M"
"7320","G1","G1"
"7321","S","G1"
"7322","G1","G1"
"7323","G1","G1"
"7324","S","G1"
"7325","S","G1"
"7326","G1","G1"
"7327","G2M","M"
"7328","G1","G1"
"7329","S","M"
"7330","G1","G1"
"7331","G1","G1"
"7332","G1","G1"
"7333","G2M","G2M"
"7334","G1","G1"
"7335","G1","G1"
"7336","G1","G1"
"7337","G1","G1"
"7338","G1","G1"
"7339","G1","G1"
"7340","G2M","M"
"7341","G1","G1"
"7342","G1","G1"
"7343","G1","G1"
"7344","G2M","G2"
"7345","G1","G1"
"7346","S","G1S"
"7347","G1","G1"
"7348","G2M","M"
"7349","G1","G1"
"7350","G1","G1"
"7351","G2M","G2"
"7352","G2M","M"
"7353","S","G2M"
"7354","G2M","M"
"7355","G1","G1"
"7356","G2M","M"
"7357","G1","G1"
"7358","G2M","M"
"7359","G1","G1"
"7360","S","G1"
"7361","G1","G1"
"7362","S","G1"
"7363","G1","G1"
"7364","G2M","G2M"
"7365","G1","G1"
"7366","G1","G1"
"7367","G1","G1"
"7368","S","G1"
"7369","G1","G1"
"7370","G1","G1"
"7371","G2M","M"
"7372","G2M","M"
"7373","G1","G1"
"7374","G1","G1"
"7375","S","G1"
"7376","G2M","G1"
"7377","G1","G1"
"7378","G1","G1"
"7379","S","G1"
"7380","G1","G1"
"7381","G1","G1"
"7382","S","G1"
"7383","G1","G1"
"7384","G1","G1"
"7385","G2M","M"
"7386","G1","G1"
"7387","G2M","M"
"7388","G2M","G2M"
"7389","G1","G1"
"7390","G1","G1"
"7391","G2M","M"
"7392","G2M","M"
"7393","G1","G1"
"7394","G1","G1"
"7395","G1","G1"
"7396","G2M","G2M"
"7397","S","G1"
"7398","G1","G1"
"7399","G1","G1"
"7400","G1","G1"
"7401","G1","G1"
"7402","G2M","G2M"
"7403","G1","G1"
"7404","S","G1"
"7405","S","G1"
"7406","S","G1S"
"7407","S","G1"
"7408","G1","G1"
"7409","G1","G1"
"7410","G2M","M"
"7411","S","G2"
"7412","G1","G1"
"7413","G1","G1"
"7414","S","G1"
"7415","G1","G2M"
"7416","S","G1"
"7417","G2M","G2"
"7418","G1","G1"
"7419","G2M","M"
"7420","G1","G1"
"7421","G1","G1"
"7422","G2M","M"
"7423","S","G1"
"7424","G1","G1"
"7425","G2M","M"
"7426","G1","G1"
"7427","G1","G1"
"7428","G1","G1"
"7429","G1","G1"
"7430","G2M","M"
"7431","G1","G1"
"7432","G1","G1"
"7433","G1","G1"
"7434","G1","G1"
"7435","G1","G1"
"7436","G1","G1"
"7437","S","G1"
"7438","S","G1"
"7439","G1","G1"
"7440","G1","G1"
"7441","G1","G1"
"7442","G1","G1"
"7443","G1","G1"
"7444","G1","G1"
"7445","G1","G1"
"7446","G1","G1"
"7447","S","G1"
"7448","G1","G1"
"7449","G1","G1"
"7450","G2M","M"
"7451","G1","G1"
"7452","G1","G1"
"7453","G1","G1"
"7454","G1","G1"
"7455","G2M","M"
"7456","G1","G1"
"7457","G1","G1"
"7458","G2M","M"
"7459","G1","G1"
"7460","S","G1"
"7461","G1","G1"
"7462","G1","G1"
"7463","S","G1S"
"7464","G1","G1"
"7465","S","G1"
"7466","S","G1S"
"7467","S","G1"
"7468","G1","G1"
"7469","G1","G1"
"7470","S","G1"
"7471","G1","G1"
"7472","G2M","G2"
"7473","G1","G1"
"7474","G1","G1"
"7475","G1","G1"
"7476","G1","G1"
"7477","G2M","M"
"7478","G1","G1"
"7479","G1","G1"
"7480","G2M","G1"
"7481","G1","G1"
"7482","G2M","M"
"7483","G1","G1"
"7484","G1","G1"
"7485","G2M","M"
"7486","G1","G1"
"7487","G1","G1"
"7488","G1","G1"
"7489","G1","G1"
"7490","S","G1"
"7491","G1","G1"
"7492","S","G1"
"7493","S","G1"
"7494","G1","S"
"7495","G1","G1"
"7496","G2M","M"
"7497","G1","G1"
"7498","G1","G1"
"7499","S","G1"
"7500","G1","G1"
"7501","G2M","M"
"7502","G1","G1"
"7503","G1","G1"
"7504","G1","G1"
"7505","G1","G2M"
"7506","G1","G1"
"7507","G1","G1"
"7508","G2M","G2"
"7509","S","G1"
"7510","S","S"
"7511","G2M","G2M"
"7512","S","G1"
"7513","G1","G1"
"7514","G1","G1"
"7515","S","G1"
"7516","G1","G1"
"7517","S","G1"
"7518","G2M","G2M"
"7519","G1","G1"
"7520","S","G1"
"7521","G1","G1"
"7522","S","G1"
"7523","G2M","M"
"7524","G2M","M"
"7525","G2M","M"
"7526","G1","G1"
"7527","S","G1S"
"7528","S","G1"
"7529","G1","G1"
"7530","S","G1"
"7531","S","G1"
"7532","G2M","M"
"7533","G1","G1"
"7534","G2M","G2M"
"7535","G2M","G1"
"7536","G2M","G1"
"7537","S","G1"
"7538","G1","G1"
"7539","G2M","M"
"7540","G2M","G2M"
"7541","G1","G1"
"7542","G2M","M"
"7543","G2M","M"
"7544","S","G1"
"7545","G2M","G1"
"7546","G1","M"
"7547","G1","G1"
"7548","S","G1"
"7549","G1","G1"
"7550","G2M","S"
"7551","G1","G1"
"7552","G1","G1"
"7553","G2M","M"
"7554","G2M","G1"
"7555","S","G1"
"7556","G2M","M"
"7557","S","G1"
"7558","S","G1"
"7559","G1","G1"
"7560","G2M","M"
"7561","S","G1"
"7562","S","G1"
"7563","G2M","G1"
"7564","S","G1"
"7565","S","G1"
"7566","G2M","M"
"7567","G1","G1"
"7568","G2M","M"
"7569","G2M","M"
"7570","G1","G1"
"7571","S","G1"
"7572","G2M","M"
"7573","G1","G1"
"7574","G2M","M"
"7575","S","G1"
"7576","G1","G1"
"7577","G2M","G2M"
"7578","S","G1"
"7579","G1","G1"
"7580","G1","G1"
"7581","G2M","M"
"7582","G1","G1"
"7583","G1","G1"
"7584","G1","G1"
"7585","S","S"
"7586","G2M","M"
"7587","G2M","G1"
"7588","G1","S"
"7589","G1","G1"
"7590","G1","G1"
"7591","G1","G1"
"7592","S","G1"
"7593","G2M","M"
"7594","G1","G1"
"7595","G1","G1"
"7596","G1","G1"
"7597","G1","G1"
"7598","G1","G1"
"7599","S","G1"
"7600","G1","G1"
"7601","G1","G1"
"7602","G1","G1"
"7603","G1","G1"
"7604","G2M","G2M"
"7605","G1","G1"
"7606","G1","G1"
"7607","G1","G1"
"7608","G1","G1"
"7609","G1","G1"
"7610","G1","G1"
"7611","G1","G1"
"7612","S","G1"
"7613","G1","G1"
"7614","G1","M"
"7615","G1","G1"
"7616","G1","G1"
"7617","G1","G1"
"7618","G1","G1"
"7619","G1","G1"
"7620","S","G1"
"7621","S","G1S"
"7622","G1","G1"
"7623","G1","G1"
"7624","G2M","M"
"7625","G1","G1"
"7626","G1","G1"
"7627","S","G1S"
"7628","S","G1S"
"7629","G1","G1"
"7630","G1","G1"
"7631","S","G1"
"7632","G1","G1"
"7633","G1","G1"
"7634","G2M","M"
"7635","G2M","M"
"7636","G1","G1"
"7637","S","G1"
"7638","G1","G1"
"7639","G2M","G1"
"7640","G1","G1"
"7641","G2M","M"
"7642","G2M","M"
"7643","G1","G1"
"7644","G1","G1"
"7645","G2M","M"
"7646","G1","G1"
"7647","G2M","M"
"7648","G1","G1"
"7649","S","G1"
"7650","G1","G1"
"7651","G1","G1"
"7652","S","G1"
"7653","G1","G1"
"7654","G1","G1"
"7655","G2M","M"
"7656","G2M","M"
"7657","G1","G1"
"7658","G1","G1"
"7659","G1","G1"
"7660","G2M","M"
"7661","G1","G1"
"7662","G2M","G1"
"7663","S","G1"
"7664","G1","G1"
"7665","G1","G1"
"7666","G1","G1"
"7667","S","G1"
"7668","G1","G1"
"7669","G1","G1"
"7670","S","G1"
"7671","S","G1S"
"7672","G1","G1"
"7673","G1","G1"
"7674","S","S"
"7675","G1","G1"
"7676","S","G1S"
"7677","G1","G1"
"7678","S","M"
"7679","S","G1"
"7680","G2M","M"
"7681","G1","G1"
"7682","G1","G1"
"7683","G2M","M"
"7684","S","G1"
"7685","S","G1"
"7686","G1","G1"
"7687","G2M","M"
"7688","S","G1"
"7689","S","G1"
"7690","G2M","G2M"
"7691","G1","G1"
"7692","G1","G1"
"7693","G1","G1"
"7694","S","G1"
"7695","S","G1"
"7696","G1","G1"
"7697","G2M","M"
"7698","G2M","G2"
"7699","G2M","G2M"
"7700","G1","G1"
"7701","G2M","G2M"
"7702","G2M","G2M"
"7703","G1","G1"
"7704","S","G1"
"7705","G1","G1"
"7706","G1","G1"
"7707","G1","G1"
"7708","G2M","G1"
"7709","G1","G1"
"7710","G1","G1"
"7711","G1","G1"
"7712","G1","G1"
"7713","G1","G1"
"7714","S","S"
"7715","G1","G1"
"7716","G1","G1"
"7717","G1","G1"
"7718","G1","G1"
"7719","G1","G1"
"7720","S","G1"
"7721","G1","G1"
"7722","G1","G1"
"7723","S","G1S"
"7724","S","G1"
"7725","G2M","M"
"7726","G1","G1"
"7727","G1","G1"
"7728","G2M","M"
"7729","G1","G1"
"7730","G1","G1"
"7731","G2M","M"
"7732","G1","G1"
"7733","G1","G1"
"7734","G1","G1"
"7735","G1","G1"
"7736","G1","G1"
"7737","G1","G1"
"7738","G1","G1"
"7739","G2M","M"
"7740","G1","G1"
"7741","G1","G1"
"7742","G1","G1"
"7743","S","G1"
"7744","G2M","M"
"7745","G1","G1"
"7746","S","G1"
"7747","G1","G1"
"7748","S","G2M"
"7749","G1","G1"
"7750","S","G1"
"7751","G2M","M"
"7752","G1","G1"
"7753","G2M","G1"
"7754","G1","G1"
"7755","S","G1S"
"7756","G2M","G1"
"7757","G1","G1"
"7758","G1","G1"
"7759","G1","G1"
"7760","S","G1"
"7761","G1","G1"
"7762","G1","G1"
"7763","G1","G1"
"7764","S","G1"
"7765","G2M","M"
"7766","G1","G1"
"7767","G1","G1"
"7768","G1","G1"
"7769","G1","G1"
"7770","G1","G1"
"7771","G1","G1"
"7772","G1","G1"
"7773","S","G1"
"7774","G2M","M"
"7775","G1","G1"
"7776","G1","G1"
"7777","G2M","M"
"7778","G1","G1"
"7779","G2M","M"
"7780","G1","G1"
"7781","G1","G1"
"7782","G1","G1"
"7783","S","G2M"
"7784","S","G1"
"7785","S","S"
"7786","G1","G1"
"7787","G1","G1"
"7788","G2M","G1"
"7789","G1","G1"
"7790","G2M","M"
"7791","S","G1"
"7792","G1","G1"
"7793","G2M","M"
"7794","G1","G1"
"7795","G1","G1"
"7796","G1","G2M"
"7797","G1","G1"
"7798","G1","G1"
"7799","G1","G1"
"7800","G1","G1"
"7801","S","G1"
"7802","G2M","M"
"7803","G1","G1"
"7804","G2M","M"
"7805","G2M","M"
"7806","G1","G1"
"7807","G1","G1"
"7808","G1","G1"
"7809","G2M","M"
"7810","G1","G1"
"7811","G1","G1"
"7812","G2M","G2"
"7813","G2M","G2M"
"7814","G2M","G2M"
"7815","S","G1"
"7816","G1","G1"
"7817","G2M","G2M"
"7818","G1","G1"
"7819","G2M","M"
"7820","G2M","G1S"
"7821","G1","G1"
"7822","G2M","M"
"7823","G1","G1"
"7824","S","G1"
"7825","G1","G1"
"7826","G1","G1"
"7827","G2M","G2"
"7828","G1","G1"
"7829","G2M","G2M"
"7830","G2M","M"
"7831","S","G1S"
"7832","G2M","M"
"7833","G2M","M"
"7834","G1","G1"
"7835","G1","G1"
"7836","S","G2M"
"7837","S","G1"
"7838","G1","G1"
"7839","G1","G1"
"7840","G1","G1"
"7841","G1","G1"
"7842","S","S"
"7843","G1","G1"
"7844","G1","G1"
"7845","S","S"
"7846","G2M","M"
"7847","S","G1"
"7848","G1","G1"
"7849","G1","G2M"
"7850","G1","G1"
"7851","G2M","M"
"7852","G1","G1"
"7853","G1","G1"
"7854","G2M","G1"
"7855","G1","G1"
"7856","G1","G1"
"7857","G1","G1"
"7858","G2M","M"
"7859","S","G2"
"7860","G1","G1"
"7861","G2M","G2M"
"7862","G1","G1"
"7863","G1","G1"
"7864","S","G1"
"7865","G1","G1"
"7866","G1","G1"
"7867","G1","G1"
"7868","G2M","G1"
"7869","G1","G1"
"7870","G1","G1"
"7871","S","G1"
"7872","G1","G1"
"7873","G1","G1"
"7874","S","G1"
"7875","G2M","M"
"7876","G1","G1"
"7877","G2M","G2"
"7878","G1","G1"
"7879","G2M","M"
"7880","G1","G1"
"7881","S","G1S"
"7882","G1","G1"
"7883","S","G1"
"7884","S","G1"
"7885","G1","G1"
"7886","G1","G1"
"7887","G1","G1"
"7888","S","G1"
"7889","G1","G1"
"7890","S","G1"
"7891","G1","G1"
"7892","G1","G1"
"7893","G1","G1"
"7894","G1","G1"
"7895","G1","G1"
"7896","G1","G1"
"7897","G1","G1"
"7898","G1","G1"
"7899","G1","G1"
"7900","G2M","M"
"7901","G1","G1"
"7902","G1","G1"
"7903","G2M","G1"
"7904","G2M","G2"
"7905","G1","G1"
"7906","G1","G1"
"7907","G2M","G1"
"7908","G1","G1"
"7909","G1","G1"
"7910","G1","G1"
"7911","G1","G1"
"7912","S","G1"
"7913","S","G1"
"7914","G1","G1"
"7915","G1","G1"
"7916","G1","G1"
"7917","G1","G1"
"7918","G1","G1"
"7919","G1","G1"
"7920","G1","G1"
"7921","G2M","M"
"7922","S","G1"
"7923","G2M","M"
"7924","S","G1"
"7925","G1","G1"
"7926","G2M","G1"
"7927","G2M","M"
"7928","G1","G1"
"7929","G1","G1"
"7930","S","G1"
"7931","S","G1S"
"7932","G2M","M"
"7933","G1","G1"
"7934","G1","G1"
"7935","G2M","G1"
"7936","G2M","M"
"7937","S","G1"
"7938","G2M","M"
"7939","G2M","M"
"7940","G1","G1"
"7941","G1","G1"
"7942","S","G1"
"7943","S","G1"
"7944","G2M","M"
"7945","G1","G1"
"7946","G1","G1"
"7947","G1","G1"
"7948","G1","G1"
"7949","G1","G1"
"7950","G1","G1"
"7951","G1","G1"
"7952","G1","G1"
"7953","G2M","M"
"7954","G2M","M"
"7955","G1","G1"
"7956","G1","G1"
"7957","G1","G1"
"7958","G1","G1"
"7959","G1","G1"
"7960","G2M","M"
"7961","G1","G1"
"7962","S","G1"
"7963","G1","G1"
"7964","S","G1"
"7965","S","G1"
"7966","G2M","M"
"7967","G2M","M"
"7968","G2M","M"
"7969","G1","G1"
"7970","G1","G1"
"7971","G1","G1"
"7972","G2M","G2M"
"7973","G1","G1"
"7974","G2M","M"
"7975","S","G1S"
"7976","S","G1S"
"7977","G1","G1"
"7978","G2M","G2M"
"7979","G1","G1"
"7980","S","G1"
"7981","G1","G1"
"7982","G1","G1"
"7983","G1","G1"
"7984","G1","G1"
"7985","G2M","M"
"7986","S","G1"
"7987","G1","G1"
"7988","S","G1S"
"7989","S","G1"
"7990","G2M","M"
"7991","G1","G1"
"7992","G1","G1"
"7993","G2M","M"
"7994","G2M","G1"
"7995","G1","G1"
"7996","S","G1"
"7997","S","G1S"
"7998","G2M","M"
"7999","S","G1"
"8000","G2M","M"
"8001","G1","G1"
"8002","G1","G1"
"8003","G1","G1"
"8004","G2M","G2"
"8005","G1","G1"
"8006","G1","G1"
"8007","G2M","M"
"8008","G1","M"
"8009","G1","G1"
"8010","G2M","G2M"
"8011","G1","G1"
"8012","G1","G1"
"8013","G1","G1"
"8014","S","S"
"8015","G1","G1"
"8016","G1","G1"
"8017","G1","G1"
"8018","S","G1"
"8019","G1","G1"
"8020","G1","G1"
"8021","G1","G1"
"8022","G1","G1"
"8023","G1","G1"
"8024","G1","G1"
"8025","G1","G1"
"8026","G1","G1"
"8027","S","G1"
"8028","G1","G1"
"8029","G1","G1"
"8030","G1","G1"
"8031","G1","G1"
"8032","G2M","M"
"8033","G2M","G1"
"8034","S","G1"
"8035","G1","G1"
"8036","S","G1S"
"8037","G1","G1"
"8038","G1","G1"
"8039","G2M","M"
"8040","S","S"
"8041","G1","G1"
"8042","G2M","G2M"
"8043","G1","G1"
"8044","S","G1S"
"8045","G2M","G1"
"8046","G1","G1"
"8047","G1","G1"
"8048","S","G1"
"8049","G1","G1"
"8050","G1","G1"
"8051","G1","G1"
"8052","G1","G1"
"8053","G1","G1"
"8054","G1","G1"
"8055","G1","G1"
"8056","G1","G1"
"8057","G2M","M"
"8058","G1","G1"
"8059","G1","G1"
"8060","G2M","M"
"8061","S","G1"
"8062","G1","G1"
"8063","S","S"
"8064","G1","G1"
"8065","G1","G1"
"8066","G1","G1"
"8067","G2M","M"
"8068","G1","G1"
"8069","G1","G1"
"8070","G1","G1"
"8071","S","G1S"
"8072","G2M","M"
"8073","G1","G1"
"8074","S","G1"
"8075","G1","G1"
"8076","S","G1"
"8077","G1","G1"
"8078","G1","G1"
"8079","G1","G1"
"8080","G1","G1"
"8081","S","G1"
"8082","G2M","M"
"8083","S","G1"
"8084","G1","G1"
"8085","G1","G1"
"8086","G2M","G2M"
"8087","G2M","G2M"
"8088","G1","G1"
"8089","G1","G1"
"8090","G2M","M"
"8091","G1","G1"
"8092","G1","G1"
"8093","G2M","M"
"8094","G1","G1"
"8095","G1","G1"
"8096","G1","G1"
"8097","S","S"
"8098","G1","G1"
"8099","G1","G1"
"8100","S","G1"
"8101","G1","G1"
"8102","G2M","M"
"8103","G1","G1"
"8104","G2M","M"
"8105","G1","G1"
"8106","G2M","G2"
"8107","G2M","M"
"8108","G1","G1"
"8109","G1","G1"
"8110","G2M","G2M"
"8111","G1","G1"
"8112","G1","G1"
"8113","G2M","G2M"
"8114","G2M","G1"
"8115","S","G1"
"8116","S","S"
"8117","G2M","M"
"8118","G1","G1"
"8119","G1","G1"
"8120","G1","G1"
"8121","S","G1"
"8122","G1","G1"
"8123","G1","G1"
"8124","G2M","G2M"
"8125","G2M","M"
"8126","G2M","G2M"
"8127","G1","G1"
"8128","G2M","M"
"8129","G1","G1"
"8130","G2M","G2M"
"8131","G1","G1"
"8132","G1","G1"
"8133","S","G1"
"8134","G2M","G1"
"8135","S","G1"
"8136","G1","G1"
"8137","S","G1"
"8138","S","S"
"8139","G2M","G1"
"8140","G2M","G2M"
"8141","G1","G1"
"8142","G2M","M"
"8143","G2M","M"
"8144","G2M","M"
"8145","G1","G1"
"8146","S","G1"
"8147","G2M","G2M"
"8148","S","G1"
"8149","G1","G1"
"8150","G1","G1"
"8151","S","G1"
"8152","G2M","G1"
"8153","G1","G1"
"8154","G1","G1"
"8155","G2M","M"
"8156","G1","G1"
"8157","G2M","G1"
"8158","G2M","G1"
"8159","G1","G1"
"8160","S","G1"
"8161","G2M","M"
"8162","G1","G1"
"8163","G1","G1"
"8164","G2M","M"
"8165","G2M","M"
"8166","S","G1"
"8167","G2M","G2"
"8168","G1","G1"
"8169","G1","G1"
"8170","G2M","M"
"8171","G2M","M"
"8172","G1","G1"
"8173","S","G1S"
"8174","G1","G1"
"8175","G2M","M"
"8176","G1","G1"
"8177","G1","G1"
"8178","G1","G1"
"8179","S","G1"
"8180","S","G1S"
"8181","G1","G1"
"8182","G1","G1"
"8183","G1","G1"
"8184","G1","G1"
"8185","G1","G1"
"8186","G2M","M"
"8187","S","G1"
"8188","G1","G1"
"8189","G1","G1"
"8190","G2M","M"
"8191","G1","G1"
"8192","S","G1"
"8193","G1","G1"
"8194","G2M","M"
"8195","S","G1"
"8196","G1","G1"
"8197","G1","G1"
"8198","G2M","G2M"
"8199","G1","G1"
"8200","S","G1"
"8201","G1","G1"
"8202","G1","G1"
"8203","S","G1"
"8204","G1","G1"
"8205","S","G1"
"8206","G1","G1"
"8207","S","G1"
"8208","S","G1"
"8209","G1","G1"
"8210","S","G2M"
"8211","G1","G1"
"8212","G1","G1"
"8213","G1","G1"
"8214","G1","G1"
"8215","G1","G1"
"8216","S","G1"
"8217","G1","G1"
"8218","S","G1"
"8219","G1","G1"
"8220","G1","G1"
"8221","G1","G1"
"8222","G1","G1"
"8223","S","G1"
"8224","G1","G1"
"8225","G2M","G2M"
"8226","G1","G1"
"8227","S","G1S"
"8228","G1","G1"
"8229","G1","G1"
"8230","S","G1"
"8231","G2M","M"
"8232","G1","G1"
"8233","G2M","M"
"8234","G2M","M"
"8235","G1","G1"
"8236","G1","G1"
"8237","G2M","M"
"8238","G1","G1"
"8239","G2M","G1"
"8240","G1","G1"
"8241","G2M","M"
"8242","G1","G1"
"8243","G2M","M"
"8244","G1","G1"
"8245","G2M","M"
"8246","S","M"
"8247","S","G1"
"8248","G1","G1"
"8249","G1","G1"
"8250","G2M","M"
"8251","G1","G1"
"8252","S","G1"
"8253","G2M","M"
"8254","G1","G1"
"8255","S","G1S"
"8256","S","G1"
"8257","S","G1"
"8258","G1","G1"
"8259","G1","G1"
"8260","G2M","G1"
"8261","G1","G1"
"8262","S","G1"
"8263","G2M","M"
"8264","S","G1"
"8265","S","G1"
"8266","G1","G1"
"8267","S","G1"
"8268","S","G1"
"8269","G1","G1"
"8270","G1","G1"
"8271","G1","G1"
"8272","S","G1"
"8273","G2M","M"
"8274","G1","G1"
"8275","G2M","M"
"8276","G1","G1"
"8277","S","G1"
"8278","G1","G1"
"8279","G1","G1"
"8280","G1","G1"
"8281","G1","G1"
"8282","G1","G2M"
"8283","G1","G1"
"8284","G1","G1"
"8285","S","G1"
"8286","S","G1"
"8287","G1","G1"
"8288","S","G1"
"8289","G2M","M"
"8290","G1","G1"
"8291","S","G1"
"8292","S","G1S"
"8293","S","G1"
"8294","S","G1"
"8295","G1","G1"
"8296","G1","G1"
"8297","G1","M"
"8298","G1","G1"
"8299","G1","G1"
"8300","G1","G1"
"8301","G2M","M"
"8302","G2M","M"
"8303","S","G1"
"8304","G1","G1"
"8305","G2M","G1"
"8306","G2M","M"
"8307","S","G2M"
"8308","S","G1"
"8309","G1","G1"
"8310","S","G1"
"8311","S","G1"
"8312","G1","G1"
"8313","G1","G1"
"8314","G1","G1"
"8315","G2M","M"
"8316","G2M","M"
"8317","G2M","M"
"8318","G2M","M"
"8319","G1","G1"
"8320","G2M","M"
"8321","G1","G1"
"8322","G1","G1"
"8323","S","G1"
"8324","G1","G1"
"8325","G1","G1"
"8326","S","G1S"
"8327","G1","G1"
"8328","G1","G1"
"8329","G2M","G1"
"8330","G2M","G1"
"8331","S","S"
"8332","G1","G1"
"8333","S","G1"
"8334","S","G1S"
"8335","G2M","G1"
"8336","G2M","G2"
"8337","S","G1"
"8338","S","G1"
"8339","G1","G1"
"8340","S","G1"
"8341","S","G1"
"8342","G1","G1"
"8343","S","G1"
"8344","G2M","G2M"
"8345","G1","G1"
"8346","G1","G1"
"8347","G1","M"
"8348","G2M","M"
"8349","G2M","G1"
"8350","S","G1"
"8351","G2M","G2M"
"8352","G1","G1"
"8353","G2M","M"
"8354","G1","G1"
"8355","G1","G1"
"8356","S","S"
"8357","S","G1"
"8358","G1","G1"
"8359","S","M"
"8360","G1","G1"
"8361","G1","G1"
"8362","G1","G1"
"8363","G1","G1"
"8364","G1","G1"
"8365","G1","G1"
"8366","G1","G1"
"8367","G2M","M"
"8368","S","G1"
"8369","S","M"
"8370","G1","G1"
"8371","S","G1S"
"8372","G1","G1"
"8373","G2M","M"
"8374","G2M","M"
"8375","G1","G1"
"8376","G2M","G1"
"8377","G1","G1"
"8378","G1","G1"
"8379","S","G1"
"8380","G1","G1"
"8381","G1","G1"
"8382","G1","G1"
"8383","G1","G1"
"8384","G1","G1"
"8385","G1","G1"
"8386","G1","G1"
"8387","G1","G1"
"8388","G1","G1"
"8389","S","G1"
"8390","G1","G1"
"8391","G1","G1"
"8392","G1","G1"
"8393","S","S"
"8394","G1","G1"
"8395","G2M","M"
"8396","G1","G1"
"8397","G1","G1"
"8398","G1","G1"
"8399","S","G1"
"8400","G1","G1"
"8401","G1","G1"
"8402","G1","G1"
"8403","G2M","G1"
"8404","G1","G1"
"8405","G1","G1"
"8406","S","G1"
"8407","G1","G1"
"8408","G1","G1"
